target_id	gene_name	qval	log2fc	final_annotation	final_annotation.y	direction
MSTRG.45132	MSTRG.45132	1.30E-07	1.962372994	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000103567	Pcdhga5	8.08E-06	1.962720613	protein_coding	protein_coding	Upregulated
ENSMUSG00000024386	Proc	3.94E-05	1.963777976	protein_coding	protein_coding	Upregulated
ENSMUSG00000029727	Cyp3a13	0.000199081	1.965436949	protein_coding	protein_coding	Upregulated
ENSMUSG00000023009	Nckap5l	0.004193674	1.969625113	protein_coding	protein_coding	Upregulated
ENSMUSG00000030782	Tgfb1i1	0.002925128	1.970297682	protein_coding	protein_coding	Upregulated
ENSMUSG00000033287	Kctd17	8.29E-08	1.970436885	protein_coding	protein_coding	Upregulated
ENSMUSG00000026620	Mark1	0.002139892	1.970476344	protein_coding	protein_coding	Upregulated
ENSMUSG00000101009	1700108F19Rik	0.010261335	1.970531499	other	other	Upregulated
ENSMUSG00000037617	Spag1	1.70E-05	1.975704562	protein_coding	protein_coding	Upregulated
ENSMUSG00000063704	Mapk15	0.002665339	1.97660365	protein_coding	protein_coding	Upregulated
ENSMUSG00000058070	Eml1	0.011855497	1.978235523	protein_coding	protein_coding	Upregulated
ENSMUSG00000031617	Tmem184c	0.001102852	1.981926075	protein_coding	protein_coding	Upregulated
ENSMUSG00000023036	Pcdhgc4	2.10E-18	1.982896003	protein_coding	protein_coding	Upregulated
ENSMUSG00000050447	Lypd6	0.004773759	1.983270742	protein_coding	protein_coding	Upregulated
ENSMUSG00000021876	Rnase4	6.60E-20	1.98820563	protein_coding	protein_coding	Upregulated
ENSMUSG00000020930	Ccdc103	0.001338196	1.990458458	protein_coding	protein_coding	Upregulated
ENSMUSG00000040747	Cd53	0.027275576	1.991424691	protein_coding	protein_coding	Upregulated
MSTRG.20012	MSTRG.20012	0.033763753	1.996834842	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000102697	Pcdhac2	0.006789273	2.000145887	protein_coding	protein_coding	Upregulated
ENSMUSG00000018470	Kcnab3	6.56E-11	2.001019	protein_coding	protein_coding	Upregulated
ENSMUSG00000111528	RP24-499N24.6	0.006841375	2.002257507	lincRNA	lincRNA	Upregulated
ENSMUSG00000062859	Tcp11	0.009347241	2.00394769	protein_coding	protein_coding	Upregulated
ENSMUSG00000036887	C1qa	0.000200951	2.005112901	protein_coding	protein_coding	Upregulated
ENSMUSG00000010830	Kdelr3	9.02E-11	2.005313704	protein_coding	protein_coding	Upregulated
ENSMUSG00000023192	Grm2	0.031966998	2.0068788	protein_coding	protein_coding	Upregulated
ENSMUSG00000053963	Stum	0.005816798	2.007600039	protein_coding	protein_coding	Upregulated
ENSMUSG00000029005	Draxin	0.002137323	2.008147851	protein_coding	protein_coding	Upregulated
ENSMUSG00000001025	S100a6	4.47E-09	2.009109572	protein_coding	protein_coding	Upregulated
ENSMUSG00000036764	Dnajc12	1.84E-17	2.009500158	protein_coding	protein_coding	Upregulated
ENSMUSG00000026737	Pip4k2a	0.003567707	2.010090437	protein_coding	protein_coding	Upregulated
ENSMUSG00000106209	Gm42918	0.029643576	2.011755053	other	other	Upregulated
ENSMUSG00000052212	Cd177	7.26E-08	2.011938824	protein_coding	protein_coding	Upregulated
ENSMUSG00000028186	Uox	0.000298319	2.012884232	protein_coding	protein_coding	Upregulated
ENSMUSG00000108658	Gm45138	2.26E-05	2.013074236	other	other	Upregulated
ENSMUSG00000072875	Gpr27	0.015673074	2.013611167	protein_coding	protein_coding	Upregulated
ENSMUSG00000039323	Igfbp2	8.20E-07	2.016009126	protein_coding	protein_coding	Upregulated
ENSMUSG00000041323	Ak7	0.00085658	2.016706906	protein_coding	protein_coding	Upregulated
ENSMUSG00000049971	Glt1d1	5.40E-17	2.018622905	protein_coding	protein_coding	Upregulated
ENSMUSG00000002341	Ncan	0.016539004	2.024521561	protein_coding	protein_coding	Upregulated
MSTRG.16511	MSTRG.16511	0.032149334	2.024939272	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000040380	Cbln3	6.37E-09	2.025992367	protein_coding	protein_coding	Upregulated
ENSMUSG00000021453	Gadd45g	1.65E-11	2.026034149	protein_coding	protein_coding	Upregulated
ENSMUSG00000041261	Car8	1.15E-06	2.029597881	protein_coding	protein_coding	Upregulated
ENSMUSG00000097328	Tnfsf12	0.008589985	2.030048097	protein_coding	protein_coding	Upregulated
ENSMUSG00000078956	Gm14221	0.000782122	2.030066642	lincRNA	lincRNA	Upregulated
mmu-miR-212-5p	mmu-miR-212-5p	0.034	2.03119018	miRNA	NA	Upregulated
ENSMUSG00000102748	Pcdhgb2	0.00010129	2.032174687	protein_coding	protein_coding	Upregulated
ENSMUSG00000020135	Apc2	0.028117865	2.033760844	protein_coding	protein_coding	Upregulated
ENSMUSG00000042312	S100a13	3.95E-13	2.036879819	protein_coding	protein_coding	Upregulated
ENSMUSG00000079499	6530402F18Rik	0.004461673	2.037983115	other	other	Upregulated
ENSMUSG00000072683	Gm7457	0.001325047	2.038664197	other	other	Upregulated
ENSMUSG00000033579	Fa2h	1.19E-05	2.039274879	protein_coding	protein_coding	Upregulated
MSTRG.22286	MSTRG.22286	0.020575402	2.041818745	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000036782	Klhl13	0.003586129	2.042478951	protein_coding	protein_coding	Upregulated
ENSMUSG00000025739	Gng13	5.79E-05	2.043054162	protein_coding	protein_coding	Upregulated
ENSMUSG00000026288	Inpp5d	0.003173736	2.045475141	protein_coding	protein_coding	Upregulated
ENSMUSG00000027006	Dnajc10	3.13E-25	2.047743221	protein_coding	protein_coding	Upregulated
MSTRG.10333	MSTRG.10333	1.35E-05	2.049471832	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000062078	Qk	0.003282077	2.050929221	protein_coding	protein_coding	Upregulated
ENSMUSG00000028289	Epha7	0.009971082	2.052540769	protein_coding	protein_coding	Upregulated
ENSMUSG00000029223	Uchl1	0.006306816	2.053348013	protein_coding	protein_coding	Upregulated
ENSMUSG00000026726	Cubn	0.031932866	2.05374011	protein_coding	protein_coding	Upregulated
MSTRG.19455	MSTRG.19455	0.022201466	2.053843686	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000068735	Trp53i11	1.79E-19	2.054558967	protein_coding	protein_coding	Upregulated
ENSMUSG00000039809	Gabbr2	0.024665801	2.054743404	protein_coding	protein_coding	Upregulated
ENSMUSG00000025584	Pde8a	7.69E-07	2.056139873	protein_coding	protein_coding	Upregulated
ENSMUSG00000097011	Gm4651	1.21E-05	2.057350525	other	other	Upregulated
ENSMUSG00000038390	Gpr162	0.028429414	2.058867893	protein_coding	protein_coding	Upregulated
ENSMUSG00000040152	Thbs1	0.029715325	2.060644084	protein_coding	protein_coding	Upregulated
ENSMUSG00000021396	Nxnl2	0.000685463	2.060829866	protein_coding	protein_coding	Upregulated
ENSMUSG00000020151	Ptprr	2.51E-05	2.063763323	protein_coding	protein_coding	Upregulated
ENSMUSG00000025405	Inhbc	0.007377313	2.067339711	protein_coding	protein_coding	Upregulated
ENSMUSG00000062210	Tnfaip8	4.61E-21	2.069406595	protein_coding	protein_coding	Upregulated
MSTRG.51770	MSTRG.51770	0.02253423	2.070208372	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000044626	Liph	1.24E-32	2.072809528	protein_coding	protein_coding	Upregulated
ENSMUSG00000037579	Kcnh3	0.000151237	2.076103586	protein_coding	protein_coding	Upregulated
ENSMUSG00000079402	Gm3020	0.01219587	2.078102108	protein_coding	protein_coding	Upregulated
ENSMUSG00000044033	Ccdc141	9.00E-06	2.080278304	protein_coding	protein_coding	Upregulated
ENSMUSG00000031881	Cdh16	0.008764882	2.081136292	protein_coding	protein_coding	Upregulated
ENSMUSG00000024771	Lipk	3.08E-05	2.082331927	protein_coding	protein_coding	Upregulated
MSTRG.47307	MSTRG.47307	2.95E-05	2.082565816	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000073591	Pcdhb22	0.032090824	2.083077271	protein_coding	protein_coding	Upregulated
ENSMUSG00000030340	Scnn1a	3.87E-21	2.083495616	protein_coding	protein_coding	Upregulated
ENSMUSG00000058740	Kcnt1	0.000202892	2.086346029	protein_coding	protein_coding	Upregulated
ENSMUSG00000041117	Ccdc8	0.009622664	2.088913086	protein_coding	protein_coding	Upregulated
ENSMUSG00000109899	Gm6012	0.004081961	2.090250062	other	other	Upregulated
ENSMUSG00000014846	Tppp3	9.60E-06	2.097076883	protein_coding	protein_coding	Upregulated
ENSMUSG00000039943	Plcb4	0.000248229	2.097455573	protein_coding	protein_coding	Upregulated
ENSMUSG00000079113	Gm7861	1.58E-24	2.097959074	protein_coding	protein_coding	Upregulated
ENSMUSG00000033192	Lpcat2	1.23E-05	2.099102685	protein_coding	protein_coding	Upregulated
ENSMUSG00000003032	Klf4	1.88E-25	2.099399725	protein_coding	protein_coding	Upregulated
ENSMUSG00000037126	Psd	1.75E-08	2.102992768	protein_coding	protein_coding	Upregulated
MSTRG.9547	MSTRG.9547	0.002798638	2.103945237	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000102543	Pcdhgc5	0.021486747	2.104285044	protein_coding	protein_coding	Upregulated
MSTRG.21593	MSTRG.21593	0.04310345	2.109530217	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000032609	Klhdc8b	6.26E-05	2.112348283	protein_coding	protein_coding	Upregulated
ENSMUSG00000041798	Gck	3.33E-09	2.114951862	protein_coding	protein_coding	Upregulated
ENSMUSG00000064262	Gimap8	2.26E-05	2.115541493	protein_coding	protein_coding	Upregulated
mmu-miR-6969-3p	mmu-miR-6969-3p	0.000161	2.119268363	miRNA	NA	Upregulated
ENSMUSG00000009687	Fxyd5	0.011647687	2.120317719	protein_coding	protein_coding	Upregulated
ENSMUSG00000072115	Ang	1.40E-37	2.120767918	protein_coding	protein_coding	Upregulated
ENSMUSG00000020573	Pik3cg	0.001063663	2.120825102	protein_coding	protein_coding	Upregulated
ENSMUSG00000052384	Nrros	0.011357588	2.126421059	protein_coding	protein_coding	Upregulated
ENSMUSG00000019906	Lin7a	0.002223759	2.126781795	protein_coding	protein_coding	Upregulated
ENSMUSG00000086247	Gm15787	0.011748714	2.12743856	other	other	Upregulated
ENSMUSG00000079355	Ackr4	7.62E-05	2.12989805	protein_coding	protein_coding	Upregulated
ENSMUSG00000038991	Txndc5	2.00E-30	2.130448247	protein_coding	protein_coding	Upregulated
ENSMUSG00000017204	Gsdma	0.000137508	2.13055942	protein_coding	protein_coding	Upregulated
ENSMUSG00000059588	Calcrl	0.048440568	2.131577615	protein_coding	protein_coding	Upregulated
ENSMUSG00000020019	Ntn4	0.001324272	2.132200452	protein_coding	protein_coding	Upregulated
ENSMUSG00000034675	Dbn1	4.44E-16	2.132595481	protein_coding	protein_coding	Upregulated
ENSMUSG00000040896	Kcnd3	0.002721598	2.137783757	protein_coding	protein_coding	Upregulated
mmu-miR-152-3p	mmu-miR-152-3p	1.59E-06	2.138712795	miRNA	NA	Upregulated
ENSMUSG00000019467	Arhgef25	0.014742361	2.140817267	protein_coding	protein_coding	Upregulated
ENSMUSG00000079442	St6galnac4	2.48E-12	2.141198009	protein_coding	protein_coding	Upregulated
ENSMUSG00000041000	Trim62	1.10E-17	2.142243748	protein_coding	protein_coding	Upregulated
ENSMUSG00000041608	Entpd3	1.03E-10	2.142654237	protein_coding	protein_coding	Upregulated
ENSMUSG00000062961	Ccdc177	0.000445819	2.147985237	protein_coding	protein_coding	Upregulated
ENSMUSG00000069114	Zbtb10	0.000947532	2.148619939	protein_coding	protein_coding	Upregulated
ENSMUSG00000027074	Slc43a3	0.000279438	2.14910699	protein_coding	protein_coding	Upregulated
ENSMUSG00000020774	Aspa	0.006807771	2.152318663	protein_coding	protein_coding	Upregulated
ENSMUSG00000053580	Tanc2	3.13E-06	2.152509493	protein_coding	protein_coding	Upregulated
ENSMUSG00000018672	Copz2	2.82E-10	2.152623532	protein_coding	protein_coding	Upregulated
ENSMUSG00000014773	Dll1	8.47E-19	2.153405678	protein_coding	protein_coding	Upregulated
ENSMUSG00000037428	Vgf	0.011051841	2.155331478	protein_coding	protein_coding	Upregulated
ENSMUSG00000103144	Pcdhga1	0.028301417	2.155390376	protein_coding	protein_coding	Upregulated
ENSMUSG00000031561	Tenm3	0.002480429	2.158604194	protein_coding	protein_coding	Upregulated
ENSMUSG00000032064	Dixdc1	4.82E-06	2.159109397	protein_coding	protein_coding	Upregulated
ENSMUSG00000026879	Gsn	7.22E-34	2.159669724	protein_coding	protein_coding	Upregulated
ENSMUSG00000047642	D930020B18Rik	4.66E-06	2.161515336	protein_coding	protein_coding	Upregulated
ENSMUSG00000024330	Col11a2	9.56E-05	2.162149706	protein_coding	protein_coding	Upregulated
ENSMUSG00000094662	Defa36	7.04E-11	2.163225371	protein_coding	protein_coding	Upregulated
ENSMUSG00000004709	Cd244	1.44E-13	2.163964879	protein_coding	protein_coding	Upregulated
ENSMUSG00000037239	Spred3	2.08E-06	2.164207039	protein_coding	protein_coding	Upregulated
ENSMUSG00000105509	C130013H08Rik	0.016059277	2.164731911	other	other	Upregulated
ENSMUSG00000042743	Sgtb	1.14E-07	2.165670887	protein_coding	protein_coding	Upregulated
ENSMUSG00000028600	Podn	1.79E-05	2.166101379	protein_coding	protein_coding	Upregulated
ENSMUSG00000022598	Psca	0.004203377	2.166489022	protein_coding	protein_coding	Upregulated
ENSMUSG00000037306	Man1c1	1.34E-06	2.168343644	protein_coding	protein_coding	Upregulated
ENSMUSG00000034855	Cxcl10	0.006714132	2.169557847	protein_coding	protein_coding	Upregulated
mmu-miR-574-3p	mmu-miR-574-3p	2.11E-08	2.170617433	miRNA	NA	Upregulated
ENSMUSG00000054932	Afp	6.00E-07	2.172882	protein_coding	protein_coding	Upregulated
ENSMUSG00000008398	Elk3	7.90E-09	2.173076635	protein_coding	protein_coding	Upregulated
mmu-miR-212-3p	mmu-miR-212-3p	0.00361	2.174297364	miRNA	NA	Upregulated
ENSMUSG00000072294	Klf12	0.002031183	2.175433337	protein_coding	protein_coding	Upregulated
ENSMUSG00000008193	Spib	1.71E-05	2.177017846	protein_coding	protein_coding	Upregulated
ENSMUSG00000041556	Fbxo2	0.000165972	2.177581581	protein_coding	protein_coding	Upregulated
ENSMUSG00000018740	Slc25a35	7.68E-29	2.178083875	protein_coding	protein_coding	Upregulated
ENSMUSG00000071847	Apcdd1	0.004248846	2.179129627	protein_coding	protein_coding	Upregulated
ENSMUSG00000097575	Gm26796	0.005168293	2.188749279	lincRNA	lincRNA	Upregulated
MSTRG.14716	MSTRG.14716	0.005940039	2.18932882	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000111176	RP23-128A23.3	0.000563874	2.191072456	other	other	Upregulated
ENSMUSG00000029765	Plxna4	0.013941212	2.195360758	protein_coding	protein_coding	Upregulated
MSTRG.20940	MSTRG.20940	0.016970189	2.195750124	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000052631	Sh2d6	4.19E-06	2.196620489	protein_coding	protein_coding	Upregulated
ENSMUSG00000027223	Mapk8ip1	1.17E-07	2.197165548	protein_coding	protein_coding	Upregulated
ENSMUSG00000025002	Cyp2c55	0.00092672	2.199623929	protein_coding	protein_coding	Upregulated
ENSMUSG00000035697	Hmha1	0.00139939	2.200869513	protein_coding	protein_coding	Upregulated
ENSMUSG00000109780	Gm45447	1.64E-08	2.201053229	other	other	Upregulated
ENSMUSG00000103332	Pcdhga2	0.013447036	2.203292813	protein_coding	protein_coding	Upregulated
ENSMUSG00000039774	Galnt12	1.40E-30	2.203404099	protein_coding	protein_coding	Upregulated
ENSMUSG00000022537	Tmem44	1.24E-07	2.204205469	protein_coding	protein_coding	Upregulated
MSTRG.29423	MSTRG.29423	0.047731127	2.204355106	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000018169	Mfng	1.83E-07	2.205039798	protein_coding	protein_coding	Upregulated
ENSMUSG00000034825	Nrip3	0.001000361	2.206616827	protein_coding	protein_coding	Upregulated
ENSMUSG00000079339	Ifit1bl1	4.80E-12	2.207199507	protein_coding	protein_coding	Upregulated
ENSMUSG00000071984	Fndc1	0.003805446	2.208030323	protein_coding	protein_coding	Upregulated
ENSMUSG00000035200	Chrnb4	3.70E-09	2.208681981	protein_coding	protein_coding	Upregulated
ENSMUSG00000070337	Gpr179	2.68E-05	2.209473108	protein_coding	protein_coding	Upregulated
ENSMUSG00000047641	Krt87	1.31E-11	2.211122728	protein_coding	protein_coding	Upregulated
ENSMUSG00000049281	Scn3b	0.002175959	2.214290519	protein_coding	protein_coding	Upregulated
ENSMUSG00000039676	Capsl	1.78E-06	2.215163906	protein_coding	protein_coding	Upregulated
ENSMUSG00000049436	Upk1b	1.37E-06	2.215722013	protein_coding	protein_coding	Upregulated
ENSMUSG00000031442	Mcf2l	1.30E-21	2.215917172	protein_coding	protein_coding	Upregulated
ENSMUSG00000040852	Plekhh2	0.001718871	2.216104198	protein_coding	protein_coding	Upregulated
ENSMUSG00000040710	St8sia4	0.00242015	2.216169123	protein_coding	protein_coding	Upregulated
ENSMUSG00000027230	Creb3l1	7.57E-12	2.21748791	protein_coding	protein_coding	Upregulated
ENSMUSG00000002885	Adgre5	1.05E-37	2.217553546	protein_coding	protein_coding	Upregulated
ENSMUSG00000004347	Pde1c	7.46E-07	2.217664375	protein_coding	protein_coding	Upregulated
ENSMUSG00000081755	Mup-ps23	0.001113923	2.218192417	other	other	Upregulated
ENSMUSG00000037953	A4gnt	2.28E-06	2.21885488	protein_coding	protein_coding	Upregulated
ENSMUSG00000060070	Defa26	8.61E-27	2.219795461	protein_coding	protein_coding	Upregulated
ENSMUSG00000086773	Gm16192	0.017571405	2.221978185	other	other	Upregulated
ENSMUSG00000002668	Dennd1c	0.025862803	2.222388874	protein_coding	protein_coding	Upregulated
ENSMUSG00000046387	Pcdhb17	0.02225439	2.222547241	protein_coding	protein_coding	Upregulated
ENSMUSG00000047842	Diras2	0.000594938	2.228525067	protein_coding	protein_coding	Upregulated
ENSMUSG00000096488	Gm10409	0.001668313	2.23022716	protein_coding	protein_coding	Upregulated
ENSMUSG00000055745	Ldoc1l	1.60E-08	2.230819679	protein_coding	protein_coding	Upregulated
ENSMUSG00000050505	Pcdh20	0.036341454	2.231420967	protein_coding	protein_coding	Upregulated
ENSMUSG00000053702	Nebl	3.95E-06	2.231535845	protein_coding	protein_coding	Upregulated
MSTRG.5806	MSTRG.5806	9.43E-09	2.235348556	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000036745	Ttll7	3.15E-06	2.235406908	protein_coding	protein_coding	Upregulated
ENSMUSG00000046178	Nxph1	0.001630031	2.235750195	protein_coding	protein_coding	Upregulated
ENSMUSG00000020620	Abca8b	4.62E-07	2.236979303	protein_coding	protein_coding	Upregulated
ENSMUSG00000097243	Gm26908	1.40E-05	2.23710247	lincRNA	lincRNA	Upregulated
ENSMUSG00000085636	Gm11769	0.006443334	2.238004792	other	other	Upregulated
ENSMUSG00000037664	Cdkn1c	4.79E-15	2.239797083	protein_coding	protein_coding	Upregulated
ENSMUSG00000057335	Cep170	8.34E-07	2.240277095	protein_coding	protein_coding	Upregulated
ENSMUSG00000044562	Rasip1	0.013520211	2.241540912	protein_coding	protein_coding	Upregulated
ENSMUSG00000028076	Cd1d1	9.87E-06	2.242910993	protein_coding	protein_coding	Upregulated
ENSMUSG00000047910	Pcdhb16	0.001753645	2.243367476	protein_coding	protein_coding	Upregulated
ENSMUSG00000028111	Ctsk	0.017879756	2.24514071	protein_coding	protein_coding	Upregulated
ENSMUSG00000022661	Cd200	1.06E-08	2.245195727	protein_coding	protein_coding	Upregulated
ENSMUSG00000062593	Lilrb4a	0.003630306	2.245432456	protein_coding	protein_coding	Upregulated
ENSMUSG00000028339	Col15a1	0.001706047	2.246145602	protein_coding	protein_coding	Upregulated
ENSMUSG00000024548	Setbp1	2.56E-09	2.246183627	protein_coding	protein_coding	Upregulated
MSTRG.16298	MSTRG.16298	0.00776016	2.246925632	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
MSTRG.28125	MSTRG.28125	0.019787012	2.247916783	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000056602	Fry	7.27E-13	2.248570321	protein_coding	protein_coding	Upregulated
ENSMUSG00000020405	Fabp6	0.031870476	2.250508045	protein_coding	protein_coding	Upregulated
ENSMUSG00000053835	H2-T24	0.048315724	2.253280893	protein_coding	protein_coding	Upregulated
MSTRG.20934	MSTRG.20934	0.013825323	2.254653678	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000038065	Mturn	0.00050417	2.257728057	protein_coding	protein_coding	Upregulated
ENSMUSG00000038463	Olfml2b	0.000872472	2.258700572	protein_coding	protein_coding	Upregulated
ENSMUSG00000021253	Tgfb3	0.017267957	2.260830215	protein_coding	protein_coding	Upregulated
ENSMUSG00000029630	Cyp3a25	2.85E-10	2.261415323	protein_coding	protein_coding	Upregulated
