target_id	gene_name	qval	log2fc	final_annotation	final_annotation.y	direction	Mouse Ensembl	Human Ensembl
ENSMUSG00000041420	Meis3	2.98e-10	1.89989198	protein_coding	protein_coding	Upregulated	ENSMUSG00000041420	ENSG00000105419
ENSMUSG00000036912	Piwil4	9.03e-09	1.901414811	protein_coding	protein_coding	Upregulated	ENSMUSG00000036912	ENSG00000134627
ENSMUSG00000024299	Adamts10	0.032763674	1.901951578	protein_coding	protein_coding	Upregulated	ENSMUSG00000024299	ENSG00000142303
MSTRG.30495	MSTRG.30495	0.002777748	1.904086816	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated		
ENSMUSG00000094305	Scgb2b20	0.001693053	1.904999052	protein_coding	protein_coding	Upregulated		
ENSMUSG00000038893	Fam117a	1.4199999999999998e-12	1.907413235	protein_coding	protein_coding	Upregulated	ENSMUSG00000038893	ENSG00000121104
mmu-miR-7a-5p	mmu-miR-7a-5p	6.87e-08	1.9086953480000002	miRNA		Upregulated		
ENSMUSG00000053647	Gper1	1.1e-14	1.909603624	protein_coding	protein_coding	Upregulated	ENSMUSG00000053647	ENSG00000164850
ENSMUSG00000047228	BC048546	0.000300286	1.911602935	protein_coding	protein_coding	Upregulated	ENSMUSG00000047228	-
ENSMUSG00000047228	BC048546	0.000300286	1.911602935	protein_coding	protein_coding	Upregulated	ENSMUSG00000047228	ENSG00000275428; ENSG00000177359
ENSMUSG00000000049	Apoh	0.002629318	1.9124858040000001	protein_coding	protein_coding	Upregulated	ENSMUSG00000000049	ENSG00000091583
ENSMUSG00000022199	Slc22a17	2.6000000000000002e-05	1.914521875	protein_coding	protein_coding	Upregulated	ENSMUSG00000022199	ENSG00000092096
ENSMUSG00000022211	Carmil3	2.33e-06	1.91632697	protein_coding	protein_coding	Upregulated	ENSMUSG00000022211	ENSG00000186648
ENSMUSG00000003273	Car11	0.00154749	1.917520703	protein_coding	protein_coding	Upregulated	ENSMUSG00000003273	ENSG00000063180
MSTRG.31878	MSTRG.31878	0.004184555	1.9193372640000002	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated		
ENSMUSG00000054484	Tmem62	4.74e-08	1.919379604	protein_coding	protein_coding	Upregulated	ENSMUSG00000054484	ENSG00000137842
ENSMUSG00000035835	Plppr3	0.041927400000000004	1.91964452	protein_coding	protein_coding	Upregulated	ENSMUSG00000035835	ENSG00000282283; ENSG00000129951
ENSMUSG00000001802	Lrp3	0.004788813	1.920646368	protein_coding	protein_coding	Upregulated	ENSMUSG00000001802	ENSG00000130881
ENSMUSG00000032086	Bace1	1.4500000000000002e-10	1.92080838	protein_coding	protein_coding	Upregulated	ENSMUSG00000032086	ENSG00000186318
ENSMUSG00000038507	Parp12	4.1999999999999995e-21	1.921912743	protein_coding	protein_coding	Upregulated	ENSMUSG00000038507	ENSG00000059378
ENSMUSG00000054034	Tceal5	0.014545802	1.925227281	protein_coding	protein_coding	Upregulated	ENSMUSG00000054034	ENSG00000196507
ENSMUSG00000054034	Tceal5	0.014545802	1.925227281	protein_coding	protein_coding	Upregulated	ENSMUSG00000054034	ENSG00000204071
ENSMUSG00000054034	Tceal5	0.014545802	1.925227281	protein_coding	protein_coding	Upregulated	ENSMUSG00000054034	ENSG00000204065
ENSMUSG00000021403	Serpinb9b	0.032080653	1.9268707619999998	protein_coding	protein_coding	Upregulated	ENSMUSG00000021403	ENSG00000170542
ENSMUSG00000032226	Gcnt3	1.4999999999999999e-12	1.92743721	protein_coding	protein_coding	Upregulated	ENSMUSG00000032226	ENSG00000140297
ENSMUSG00000043068	Fam89a	0.013430704	1.929113387	protein_coding	protein_coding	Upregulated	ENSMUSG00000043068	ENSG00000182118
ENSMUSG00000028427	Aqp7	0.010845121000000001	1.9311201519999999	protein_coding	protein_coding	Upregulated	ENSMUSG00000028427	-
ENSMUSG00000028427	Aqp7	0.010845121000000001	1.9311201519999999	protein_coding	protein_coding	Upregulated	ENSMUSG00000028427	ENSG00000165269
ENSMUSG00000091898	Tnnc1	0.005415789	1.931568138	protein_coding	protein_coding	Upregulated	ENSMUSG00000091898	ENSG00000114854
ENSMUSG00000093394	Gm20621	0.018750078	1.935032047	other	other	Upregulated		
ENSMUSG00000057137	Tmem140	0.003046151	1.9357638030000002	protein_coding	protein_coding	Upregulated	ENSMUSG00000057137	ENSG00000146859
ENSMUSG00000038879	Nipal2	1.59e-06	1.935825726	protein_coding	protein_coding	Upregulated	ENSMUSG00000038879	ENSG00000104361
MSTRG.14873	MSTRG.14873	0.028153936	1.936897954	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated		
ENSMUSG00000045763	Basp1	0.001879679	1.937029053	protein_coding	protein_coding	Upregulated	ENSMUSG00000045763	ENSG00000176788
ENSMUSG00000024621	Csf1r	0.006047188	1.9389326169999999	protein_coding	protein_coding	Upregulated	ENSMUSG00000024621	ENSG00000182578
ENSMUSG00000024063	Lbh	1.0199999999999999e-05	1.940556884	protein_coding	protein_coding	Upregulated	ENSMUSG00000024063	ENSG00000213626
ENSMUSG00000003283	Hck	0.000938928	1.9413651019999998	protein_coding	protein_coding	Upregulated	ENSMUSG00000003283	ENSG00000101336
ENSMUSG00000105895	Gm42829	0.041946468	1.942161812	other	other	Upregulated		
ENSMUSG00000060671	Atp8b2	0.00244622	1.942621568	protein_coding	protein_coding	Upregulated	ENSMUSG00000060671	ENSG00000143515
ENSMUSG00000030830	Itgal	0.001197165	1.9445151369999998	protein_coding	protein_coding	Upregulated	ENSMUSG00000030830	ENSG00000005844
ENSMUSG00000046668	Cxxc5	0.000118782	1.9470550180000001	protein_coding	protein_coding	Upregulated	ENSMUSG00000046668	ENSG00000171604
ENSMUSG00000070407	Hs3st3b1	2.14e-05	1.947095043	protein_coding	protein_coding	Upregulated	ENSMUSG00000070407	ENSG00000153976; ENSG00000125430
ENSMUSG00000020882	Cacnb1	2.8600000000000004e-05	1.947888946	protein_coding	protein_coding	Upregulated	ENSMUSG00000020882	ENSG00000067191
MSTRG.8144	MSTRG.8144	1.31e-07	1.948196201	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated		
ENSMUSG00000020901	Pik3r5	1.88e-05	1.948775189	protein_coding	protein_coding	Upregulated	ENSMUSG00000020901	ENSG00000141506
ENSMUSG00000101304	Plet1os	0.000234264	1.951530435	other	other	Upregulated		
ENSMUSG00000022912	Pros1	1.21e-05	1.951739602	protein_coding	protein_coding	Upregulated	ENSMUSG00000022912	ENSG00000184500
ENSMUSG00000037979	Ccdc92	0.003233603	1.951859416	protein_coding	protein_coding	Upregulated	ENSMUSG00000037979	ENSG00000275035; ENSG00000119242
ENSMUSG00000047250	Ptgs1	0.000350375	1.9536105559999999	protein_coding	protein_coding	Upregulated	ENSMUSG00000047250	ENSG00000095303
ENSMUSG00000091243	Vgll3	0.003677394	1.95400846	protein_coding	protein_coding	Upregulated	ENSMUSG00000091243	ENSG00000206538
ENSMUSG00000024575	Pde6a	0.008503589	1.95682638	protein_coding	protein_coding	Upregulated		
ENSMUSG00000059991	Nptx2	1.33e-06	1.9591100430000001	protein_coding	protein_coding	Upregulated	ENSMUSG00000059991	ENSG00000106236
ENSMUSG00000034116	Vav1	8.4e-05	1.960694912	protein_coding	protein_coding	Upregulated	ENSMUSG00000034116	ENSG00000141968
ENSMUSG00000005873	Reep5	1.1300000000000002e-19	1.961662344	protein_coding	protein_coding	Upregulated	ENSMUSG00000005873	ENSG00000129625
ENSMUSG00000043391	2510009E07Rik	2.88e-06	1.962307473	protein_coding	protein_coding	Upregulated	ENSMUSG00000043391	ENSG00000187068
MSTRG.45132	MSTRG.45132	1.3e-07	1.962372994	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated		
ENSMUSG00000103567	Pcdhga5	8.08e-06	1.9627206130000001	protein_coding	protein_coding	Upregulated		
ENSMUSG00000024386	Proc	3.9399999999999995e-05	1.963777976	protein_coding	protein_coding	Upregulated	ENSMUSG00000024386	ENSG00000115718
ENSMUSG00000029727	Cyp3a13	0.000199081	1.965436949	protein_coding	protein_coding	Upregulated	ENSMUSG00000029727	ENSG00000106258
ENSMUSG00000029727	Cyp3a13	0.000199081	1.965436949	protein_coding	protein_coding	Upregulated	ENSMUSG00000029727	ENSG00000160868
ENSMUSG00000029727	Cyp3a13	0.000199081	1.965436949	protein_coding	protein_coding	Upregulated	ENSMUSG00000029727	ENSG00000160870; ENSG00000282301
ENSMUSG00000023009	Nckap5l	0.0041936740000000005	1.9696251130000002	protein_coding	protein_coding	Upregulated	ENSMUSG00000023009	ENSG00000167566
ENSMUSG00000030782	Tgfb1i1	0.002925128	1.9702976819999998	protein_coding	protein_coding	Upregulated	ENSMUSG00000030782	ENSG00000140682
ENSMUSG00000033287	Kctd17	8.29e-08	1.970436885	protein_coding	protein_coding	Upregulated	ENSMUSG00000033287	ENSG00000100379
ENSMUSG00000026620	Mark1	0.002139892	1.9704763440000002	protein_coding	protein_coding	Upregulated	ENSMUSG00000026620	ENSG00000116141
ENSMUSG00000101009	1700108F19Rik	0.010261335	1.970531499	other	other	Upregulated		
ENSMUSG00000037617	Spag1	1.7e-05	1.9757045619999998	protein_coding	protein_coding	Upregulated	ENSMUSG00000037617	ENSG00000104450
ENSMUSG00000063704	Mapk15	0.002665339	1.97660365	protein_coding	protein_coding	Upregulated	ENSMUSG00000063704	ENSG00000274205; ENSG00000181085
ENSMUSG00000058070	Eml1	0.011855497	1.9782355230000002	protein_coding	protein_coding	Upregulated	ENSMUSG00000058070	ENSG00000066629
ENSMUSG00000031617	Tmem184c	0.0011028519999999999	1.981926075	protein_coding	protein_coding	Upregulated	ENSMUSG00000031617	ENSG00000164168
ENSMUSG00000023036	Pcdhgc4	2.1e-18	1.982896003	protein_coding	protein_coding	Upregulated		
ENSMUSG00000050447	Lypd6	0.004773759	1.983270742	protein_coding	protein_coding	Upregulated	ENSMUSG00000050447	ENSG00000187123
ENSMUSG00000021876	Rnase4	6.6e-20	1.98820563	protein_coding	protein_coding	Upregulated	ENSMUSG00000021876	ENSG00000258818
ENSMUSG00000020930	Ccdc103	0.001338196	1.9904584580000002	protein_coding	protein_coding	Upregulated	ENSMUSG00000020930	ENSG00000214447; ENSG00000167131
ENSMUSG00000040747	Cd53	0.027275576	1.991424691	protein_coding	protein_coding	Upregulated	ENSMUSG00000040747	ENSG00000143119
MSTRG.20012	MSTRG.20012	0.033763753	1.996834842	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated		
ENSMUSG00000102697	Pcdhac2	0.006789273	2.000145887	protein_coding	protein_coding	Upregulated		
ENSMUSG00000018470	Kcnab3	6.56e-11	2.001019	protein_coding	protein_coding	Upregulated		
ENSMUSG00000111528	RP24-499N24.6	0.006841375	2.002257507	lincRNA	lincRNA	Upregulated		
ENSMUSG00000062859	Tcp11	0.009347241	2.00394769	protein_coding	protein_coding	Upregulated	ENSMUSG00000062859	ENSG00000124678
ENSMUSG00000036887	C1qa	0.000200951	2.005112901	protein_coding	protein_coding	Upregulated	ENSMUSG00000036887	ENSG00000173372
ENSMUSG00000010830	Kdelr3	9.02e-11	2.005313704	protein_coding	protein_coding	Upregulated	ENSMUSG00000010830	ENSG00000100196
ENSMUSG00000023192	Grm2	0.031966997999999996	2.0068788	protein_coding	protein_coding	Upregulated	ENSMUSG00000023192	ENSG00000164082
ENSMUSG00000053963	Stum	0.005816798000000001	2.007600039	protein_coding	protein_coding	Upregulated	ENSMUSG00000053963	ENSG00000203685
ENSMUSG00000029005	Draxin	0.002137323	2.008147851	protein_coding	protein_coding	Upregulated	ENSMUSG00000029005	ENSG00000162490
ENSMUSG00000001025	S100a6	4.4700000000000005e-09	2.009109572	protein_coding	protein_coding	Upregulated	ENSMUSG00000001025	ENSG00000197956
ENSMUSG00000036764	Dnajc12	1.84e-17	2.0095001580000003	protein_coding	protein_coding	Upregulated	ENSMUSG00000036764	ENSG00000108176
ENSMUSG00000026737	Pip4k2a	0.0035677070000000003	2.0100904369999997	protein_coding	protein_coding	Upregulated	ENSMUSG00000026737	ENSG00000150867
ENSMUSG00000106209	Gm42918	0.029643576	2.011755053	other	other	Upregulated		
ENSMUSG00000052212	Cd177	7.26e-08	2.011938824	protein_coding	protein_coding	Upregulated	ENSMUSG00000052212	ENSG00000204936
ENSMUSG00000028186	Uox	0.000298319	2.0128842319999998	protein_coding	protein_coding	Upregulated		
ENSMUSG00000108658	Gm45138	2.26e-05	2.013074236	other	other	Upregulated		
ENSMUSG00000072875	Gpr27	0.015673074	2.013611167	protein_coding	protein_coding	Upregulated	ENSMUSG00000072875	ENSG00000170837
ENSMUSG00000039323	Igfbp2	8.2e-07	2.016009126	protein_coding	protein_coding	Upregulated	ENSMUSG00000039323	ENSG00000115457
ENSMUSG00000041323	Ak7	0.00085658	2.016706906	protein_coding	protein_coding	Upregulated	ENSMUSG00000041323	ENSG00000140057
ENSMUSG00000049971	Glt1d1	5.4e-17	2.018622905	protein_coding	protein_coding	Upregulated	ENSMUSG00000049971	ENSG00000151948
ENSMUSG00000002341	Ncan	0.016539004	2.024521561	protein_coding	protein_coding	Upregulated	ENSMUSG00000002341	ENSG00000130287
MSTRG.16511	MSTRG.16511	0.032149334	2.0249392719999997	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated		
ENSMUSG00000040380	Cbln3	6.37e-09	2.0259923669999997	protein_coding	protein_coding	Upregulated	ENSMUSG00000040380	ENSG00000139899
ENSMUSG00000021453	Gadd45g	1.65e-11	2.026034149	protein_coding	protein_coding	Upregulated	ENSMUSG00000021453	ENSG00000130222
ENSMUSG00000041261	Car8	1.15e-06	2.029597881	protein_coding	protein_coding	Upregulated	ENSMUSG00000041261	ENSG00000178538
ENSMUSG00000097328	Tnfsf12	0.008589985	2.030048097	protein_coding	protein_coding	Upregulated	ENSMUSG00000097328	ENSG00000248871; ENSG00000239697
ENSMUSG00000078956	Gm14221	0.000782122	2.030066642	lincRNA	lincRNA	Upregulated		
mmu-miR-212-5p	mmu-miR-212-5p	0.034	2.03119018	miRNA		Upregulated		
ENSMUSG00000102748	Pcdhgb2	0.00010129	2.032174687	protein_coding	protein_coding	Upregulated		
ENSMUSG00000020135	Apc2	0.028117865	2.033760844	protein_coding	protein_coding	Upregulated	ENSMUSG00000020135	ENSG00000115266
ENSMUSG00000042312	S100a13	3.9500000000000003e-13	2.036879819	protein_coding	protein_coding	Upregulated	ENSMUSG00000042312	ENSG00000189171
ENSMUSG00000079499	6530402F18Rik	0.004461673	2.037983115	other	other	Upregulated		
ENSMUSG00000072683	Gm7457	0.0013250470000000002	2.0386641969999997	other	other	Upregulated		
ENSMUSG00000033579	Fa2h	1.1900000000000001e-05	2.039274879	protein_coding	protein_coding	Upregulated	ENSMUSG00000033579	ENSG00000103089
MSTRG.22286	MSTRG.22286	0.020575402	2.041818745	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated		
ENSMUSG00000036782	Klhl13	0.0035861290000000004	2.042478951	protein_coding	protein_coding	Upregulated	ENSMUSG00000036782	ENSG00000003096
ENSMUSG00000025739	Gng13	5.79e-05	2.043054162	protein_coding	protein_coding	Upregulated	ENSMUSG00000025739	ENSG00000127588
ENSMUSG00000026288	Inpp5d	0.003173736	2.045475141	protein_coding	protein_coding	Upregulated	ENSMUSG00000026288	ENSG00000168918; ENSG00000281614
ENSMUSG00000027006	Dnajc10	3.1300000000000003e-25	2.0477432209999997	protein_coding	protein_coding	Upregulated	ENSMUSG00000027006	ENSG00000077232
MSTRG.10333	MSTRG.10333	1.3500000000000001e-05	2.049471832	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated		
ENSMUSG00000062078	Qk	0.003282077	2.050929221	protein_coding	protein_coding	Upregulated	ENSMUSG00000062078	ENSG00000112531
ENSMUSG00000028289	Epha7	0.009971082	2.052540769	protein_coding	protein_coding	Upregulated	ENSMUSG00000028289	ENSG00000135333
ENSMUSG00000029223	Uchl1	0.006306816	2.053348013	protein_coding	protein_coding	Upregulated	ENSMUSG00000029223	ENSG00000154277
ENSMUSG00000026726	Cubn	0.031932866000000004	2.05374011	protein_coding	protein_coding	Upregulated	ENSMUSG00000026726	ENSG00000107611
MSTRG.19455	MSTRG.19455	0.022201466	2.053843686	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated		
ENSMUSG00000068735	Trp53i11	1.79e-19	2.0545589669999997	protein_coding	protein_coding	Upregulated	ENSMUSG00000068735	ENSG00000175274
ENSMUSG00000039809	Gabbr2	0.024665801	2.054743404	protein_coding	protein_coding	Upregulated	ENSMUSG00000039809	ENSG00000136928
ENSMUSG00000025584	Pde8a	7.690000000000001e-07	2.0561398730000002	protein_coding	protein_coding	Upregulated		
ENSMUSG00000097011	Gm4651	1.21e-05	2.057350525	other	other	Upregulated		
ENSMUSG00000038390	Gpr162	0.028429414	2.058867893	protein_coding	protein_coding	Upregulated	ENSMUSG00000038390	ENSG00000250510
ENSMUSG00000040152	Thbs1	0.029715325	2.060644084	protein_coding	protein_coding	Upregulated	ENSMUSG00000040152	ENSG00000137801
ENSMUSG00000021396	Nxnl2	0.000685463	2.0608298659999997	protein_coding	protein_coding	Upregulated	ENSMUSG00000021396	ENSG00000130045
ENSMUSG00000020151	Ptprr	2.51e-05	2.0637633230000003	protein_coding	protein_coding	Upregulated	ENSMUSG00000020151	ENSG00000153233
ENSMUSG00000025405	Inhbc	0.007377313000000001	2.067339711	protein_coding	protein_coding	Upregulated	ENSMUSG00000025405	ENSG00000175189
ENSMUSG00000062210	Tnfaip8	4.6100000000000006e-21	2.069406595	protein_coding	protein_coding	Upregulated	ENSMUSG00000062210	ENSG00000145779
MSTRG.51770	MSTRG.51770	0.02253423	2.0702083719999997	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated		
ENSMUSG00000044626	Liph	1.24e-32	2.072809528	protein_coding	protein_coding	Upregulated	ENSMUSG00000044626	ENSG00000163898
ENSMUSG00000037579	Kcnh3	0.000151237	2.076103586	protein_coding	protein_coding	Upregulated	ENSMUSG00000037579	ENSG00000135519
ENSMUSG00000079402	Gm3020	0.01219587	2.078102108	protein_coding	protein_coding	Upregulated		
ENSMUSG00000044033	Ccdc141	9e-06	2.080278304	protein_coding	protein_coding	Upregulated	ENSMUSG00000044033	ENSG00000163492
ENSMUSG00000031881	Cdh16	0.008764882	2.081136292	protein_coding	protein_coding	Upregulated	ENSMUSG00000031881	ENSG00000166589
ENSMUSG00000024771	Lipk	3.0799999999999996e-05	2.082331927	protein_coding	protein_coding	Upregulated	ENSMUSG00000024771	ENSG00000204021
MSTRG.47307	MSTRG.47307	2.95e-05	2.082565816	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated		
ENSMUSG00000073591	Pcdhb22	0.032090824	2.083077271	protein_coding	protein_coding	Upregulated	ENSMUSG00000073591	ENSG00000113248
ENSMUSG00000030340	Scnn1a	3.87e-21	2.083495616	protein_coding	protein_coding	Upregulated	ENSMUSG00000030340	ENSG00000111319
ENSMUSG00000058740	Kcnt1	0.000202892	2.086346029	protein_coding	protein_coding	Upregulated	ENSMUSG00000058740	ENSG00000107147
ENSMUSG00000041117	Ccdc8	0.009622664	2.088913086	protein_coding	protein_coding	Upregulated	ENSMUSG00000041117	ENSG00000169515
ENSMUSG00000109899	Gm6012	0.004081960999999999	2.090250062	other	other	Upregulated		
ENSMUSG00000014846	Tppp3	9.6e-06	2.097076883	protein_coding	protein_coding	Upregulated	ENSMUSG00000014846	ENSG00000159713
ENSMUSG00000039943	Plcb4	0.00024822900000000004	2.097455573	protein_coding	protein_coding	Upregulated	ENSMUSG00000039943	ENSG00000101333
ENSMUSG00000079113	Gm7861	1.58e-24	2.0979590740000003	protein_coding	protein_coding	Upregulated		
ENSMUSG00000033192	Lpcat2	1.23e-05	2.099102685	protein_coding	protein_coding	Upregulated	ENSMUSG00000033192	ENSG00000087253
ENSMUSG00000003032	Klf4	1.8800000000000002e-25	2.099399725	protein_coding	protein_coding	Upregulated	ENSMUSG00000003032	ENSG00000136826
ENSMUSG00000037126	Psd	1.75e-08	2.102992768	protein_coding	protein_coding	Upregulated	ENSMUSG00000037126	ENSG00000059915
MSTRG.9547	MSTRG.9547	0.002798638	2.103945237	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated		
ENSMUSG00000102543	Pcdhgc5	0.021486747	2.104285044	protein_coding	protein_coding	Upregulated	ENSMUSG00000102543	ENSG00000240764
MSTRG.21593	MSTRG.21593	0.04310345	2.109530217	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated		
ENSMUSG00000032609	Klhdc8b	6.26e-05	2.112348283	protein_coding	protein_coding	Upregulated	ENSMUSG00000032609	ENSG00000185909
ENSMUSG00000041798	Gck	3.3299999999999995e-09	2.114951862	protein_coding	protein_coding	Upregulated	ENSMUSG00000041798	ENSG00000106633
ENSMUSG00000064262	Gimap8	2.26e-05	2.1155414930000003	protein_coding	protein_coding	Upregulated	ENSMUSG00000064262	ENSG00000171115
mmu-miR-6969-3p	mmu-miR-6969-3p	0.000161	2.119268363	miRNA		Upregulated		
ENSMUSG00000009687	Fxyd5	0.011647687	2.120317719	protein_coding	protein_coding	Upregulated	ENSMUSG00000009687	ENSG00000089327
ENSMUSG00000072115	Ang	1.4e-37	2.1207679180000003	protein_coding	protein_coding	Upregulated	ENSMUSG00000072115	ENSG00000214274
ENSMUSG00000020573	Pik3cg	0.001063663	2.120825102	protein_coding	protein_coding	Upregulated	ENSMUSG00000020573	ENSG00000105851
ENSMUSG00000052384	Nrros	0.011357588	2.126421059	protein_coding	protein_coding	Upregulated	ENSMUSG00000052384	ENSG00000174004
