Human.Uniprot	Human.Ensembl	Mouse.Uniprot	Mouse.Ensembl	Hum.gene.syb
P28068	ENSG00000234154	P35737	ENSMUSG00000079547	HLA-DMB
P28068	ENSG00000226264	P35737	ENSMUSG00000079547	HLA-DMB
P28068	ENSG00000241296	P35737	ENSMUSG00000079547	HLA-DMB
P05015	ENSG00000147885	P07350	ENSMUSG00000101252	IFNA16
P04198	ENSG00000134323	P03966	ENSMUSG00000037169	MYCN
P62304	ENSG00000182004	P62305	ENSMUSG00000090553	SNRPE
Q14393	ENSG00000183087	Q61592	ENSMUSG00000031451	GAS6
A6NKN8	ENSG00000248485	Q6W8Q3	ENSMUSG00000038370	PCP4L1
Q13201	ENSG00000138722	B2RPV6	ENSMUSG00000054641	MMRN1
O14684	ENSG00000148344	Q9JM51	ENSMUSG00000050737	PTGES
Q06210	ENSG00000198380	P47856	ENSMUSG00000029992	GFPT1
Q9H1C0	ENSG00000184574	Q149R9	ENSMUSG00000067714	LPAR5
Q9NX08	ENSG00000169019	Q9CZG3	ENSMUSG00000029213	COMMD8
Q8NH10	ENSG00000281038	Q8VFL0	ENSMUSG00000075199	OR8U1
Q8NH10	ENSG00000172199	Q8VFL0	ENSMUSG00000075199	OR8U1
Q9H2C8	ENSG00000176742	F8VQI7	ENSMUSG00000045780	OR51V1
Q6ZRV2	ENSG00000180921	Q148V8	ENSMUSG00000046761	FAM83H
Q6ZRV2	ENSG00000273889	Q148V8	ENSMUSG00000046761	FAM83H
P20936	ENSG00000145715	E9PYG6	ENSMUSG00000021549	RASA1
Q6ZRY4	ENSG00000166831	Q8VC52	ENSMUSG00000032387	RBPMS2
Q8NDG6	ENSG00000156414	Q14BI7	ENSMUSG00000054003	TDRD9
Q8NFQ8	ENSG00000169905	Q8BYU6	ENSMUSG00000050565	TOR1AIP2
Q9Y241	ENSG00000181061	J3QPX3	-	HIGD1A
O15519	ENSG00000003402	O35732	ENSMUSG00000026031	CFLAR
P15085	ENSG00000091704	Q7TPZ8	ENSMUSG00000054446	CPA1
Q2T9J0	ENSG00000156521	Q9DBA6	ENSMUSG00000020087	TYSND1
C9J069	ENSG00000232434	A2AJA9	ENSMUSG00000029419	AJM1
Q9BW27	ENSG00000125450	Q8R480	ENSMUSG00000020739	NUP85
Q9UQ13	ENSG00000108061	O88520	ENSMUSG00000024976	SHOC2
Q01814	ENSG00000157087	Q9R0K7	ENSMUSG00000030302	ATP2B2
Q9BYU1	ENSG00000105717	Q99NE9	ENSMUSG00000031860	PBX4
P31946	ENSG00000166913	Q9CQV8	ENSMUSG00000018326	YWHAB
Q9P2D6	ENSG00000082269	Q6NS59	ENSMUSG00000026153	FAM135A
Q8IUB3	ENSG00000182931	Q3V2J9	ENSMUSG00000070529	WFDC10B
P52655	ENSG00000165417	Q99PM3	ENSMUSG00000020962	GTF2A1
P61086	ENSG00000078140	P61087	ENSMUSG00000029203	UBE2K
A6NLU5	ENSG00000187135	Q9JME9	ENSMUSG00000039257	VSTM2B
Q8NH74	ENSG00000276451	Q7TRU4	ENSMUSG00000066240	OR10A6
Q8NH74	ENSG00000279000	Q7TRU4	ENSMUSG00000066240	OR10A6
Q8NH74	ENSG00000280899	Q7TRU4	ENSMUSG00000066240	OR10A6
O43147	ENSG00000141258	Q80U12	ENSMUSG00000038351	SGSM2
P0CI26	ENSG00000204449	P86448	ENSMUSG00000079162	TRIM49C
Q9P2H3	ENSG00000068885	Q8K057	ENSMUSG00000027778	IFT80
Q17RG1	ENSG00000168676	Q562E2	ENSMUSG00000051648	KCTD19
Q9H4K7	ENSG00000101181	A2AFK4	ENSMUSG00000039069	MTG2
P11511	ENSG00000137869	P28649	ENSMUSG00000032274	CYP19A1
P62241	ENSG00000142937	P62242	ENSMUSG00000047675	RPS8
Q9GZM7	ENSG00000142910	Q99JR5	ENSMUSG00000028776	TINAGL1
P11678	ENSG00000121053	P49290	ENSMUSG00000052234	EPX
Q9UNS1	ENSG00000111602	Q9R1X4	ENSMUSG00000039994	TIMELESS
Q15726	ENSG00000170498	Q6Y4S4	ENSMUSG00000102367	KISS1
O60331	ENSG00000186111	O70161	ENSMUSG00000034902	PIP5K1C
Q9GZX7	ENSG00000111732	Q9WVE0	ENSMUSG00000040627	AICDA
Q9P0V3	ENSG00000130147	Q921I6	ENSMUSG00000036206	SH3BP4
P43378	ENSG00000169410	O35239	ENSMUSG00000032290	PTPN9
P15408	ENSG00000075426	P47930	ENSMUSG00000029135	FOSL2
P08833	ENSG00000146678	P47876	ENSMUSG00000020429	IGFBP1
Q9BY10	ENSG00000119457	Q8CA03	ENSMUSG00000028386	SLC46A2
Q7Z412	ENSG00000215193	Q8BGI5	ENSMUSG00000067825	PEX26
P40197	ENSG00000178732	O08742	ENSMUSG00000047953	GP5
Q9HAI6	ENSG00000120280	Q9D3J9	ENSMUSG00000025058	CXorf21
Q6X9E4	ENSG00000164049	Q5U467	ENSMUSG00000061701	FBXW12
Q96H79	ENSG00000146858	Q8BFR1	ENSMUSG00000047749	ZC3HAV1L
A6NEJ1	-	Q6XAS2	ENSMUSG00000071816	-
Q99081	ENSG00000140262	Q61286	ENSMUSG00000032228	TCF12
P62937	ENSG00000196262	P17742	ENSMUSG00000071866	PPIA
P13671	ENSG00000039537	E9Q6D8	ENSMUSG00000022181	C6
Q96PY5	ENSG00000157827	A2APV2	ENSMUSG00000036053	FMNL2
Q9NPG2	ENSG00000165553	Q9ER97	ENSMUSG00000021032	NGB
Q9NZ43	ENSG00000053501	Q9CQ56	ENSMUSG00000002395	USE1
Q8TEQ0	ENSG00000048471	Q9D3S3	ENSMUSG00000071669	SNX29
P14316	ENSG00000168310	P23906	ENSMUSG00000031627	IRF2
P53816	ENSG00000176485	Q8R3U1	ENSMUSG00000060675	PLA2G16
Q96RK1	ENSG00000179862	Q9WUL8	ENSMUSG00000070803	CITED4
Q5BJH7	ENSG00000167645	Q9CX30	ENSMUSG00000030588	YIF1B
Q99942	ENSG00000204308	O35445	ENSMUSG00000015478	RNF5
Q99942	ENSG00000223767	O35445	ENSMUSG00000015478	RNF5
Q99942	ENSG00000228405	O35445	ENSMUSG00000015478	RNF5
Q99942	ENSG00000183574	O35445	ENSMUSG00000015478	RNF5
Q99942	ENSG00000228907	O35445	ENSMUSG00000015478	RNF5
Q99942	ENSG00000225452	O35445	ENSMUSG00000015478	RNF5
Q99942	ENSG00000227277	O35445	ENSMUSG00000015478	RNF5
Q9Y4B5	ENSG00000168502	Q3UHU5	ENSMUSG00000052105	MTCL1
A8MW92	ENSG00000129292	Q8CCJ9	ENSMUSG00000072501	PHF20L1
Q6P1A2	ENSG00000111684	Q91V01	ENSMUSG00000004270	LPCAT3
Q5JRA6	ENSG00000154305	Q8BI84	-	MIA3
Q5QP82	ENSG00000122741	A2AKB9	ENSMUSG00000035572	DCAF10
Q8N3L3	ENSG00000164440	Q8VBT1	ENSMUSG00000039891	TXLNB
Q8NDW4	ENSG00000198105	Q640N4	ENSMUSG00000030145	ZNF248
P42857	ENSG00000168824	Q62092	ENSMUSG00000029126	NSG1
P59538	ENSG00000263097	Q7M721	ENSMUSG00000059382	TAS2R31
P59538	ENSG00000256436	Q7M721	ENSMUSG00000059382	TAS2R31
P59538	ENSG00000282256	Q7M721	ENSMUSG00000059382	TAS2R31
P42568	ENSG00000171843	A2AM29	ENSMUSG00000028496	MLLT3
P48058	ENSG00000152578	Q9Z2W8	ENSMUSG00000025892	GRIA4
Q9H6W3	ENSG00000170468	Q9JJF3	ENSMUSG00000046791	RIOX1
Q8N159	ENSG00000161653	Q8R4H7	ENSMUSG00000048217	NAGS
Q9UBS9	ENSG00000094975	Q8C341	ENSMUSG00000040297	SUCO
Q07687	ENSG00000115844	P40764	ENSMUSG00000023391	DLX2
Q9NS93	ENSG00000064115	Q9CRG1	ENSMUSG00000040234	TM7SF3
Q96MS0	ENSG00000154134	Q9Z2I4	ENSMUSG00000032128	ROBO3
O75882	ENSG00000088812	Q9WU60	ENSMUSG00000027312	ATRN
Q9H5J0	ENSG00000185670	Q91X45	ENSMUSG00000071661	ZBTB3
B3EWG6	ENSG00000276430	Q8CF02	ENSMUSG00000043681	FAM25G
B3EWG6	ENSG00000189090	Q8CF02	ENSMUSG00000043681	FAM25G
B3EWG6	ENSG00000188100	Q8CF02	ENSMUSG00000043681	FAM25G
O43318	ENSG00000135341	Q62073	ENSMUSG00000028284	MAP3K7
P63000	ENSG00000136238	P63001	ENSMUSG00000001847	RAC1
P30203	ENSG00000013725	Q61003	ENSMUSG00000024670	CD6
Q9BYR2	ENSG00000198271	A2A4L9	ENSMUSG00000078258	KRTAP4-5
Q75WM6	ENSG00000187166	Q8CJI4	ENSMUSG00000048077	H1FNT
P40337	ENSG00000134086	P40338	ENSMUSG00000033933	VHL
Q8TDP1	ENSG00000172922	Q9CQ18	ENSMUSG00000024925	RNASEH2C
Q9NT99	ENSG00000131409	P0C192	ENSMUSG00000047085	LRRC4B
Q96SY0	ENSG00000138614	Q8R3P6	ENSMUSG00000034263	INTS14
Q9P2E9	ENSG00000125844	Q99PL5	ENSMUSG00000027422	RRBP1
Q9Y6W5	ENSG00000158195	Q8BH43	ENSMUSG00000028868	WASF2
Q9Y264	ENSG00000101280	Q9WVH6	ENSMUSG00000027460	ANGPT4
Q9P2P5	ENSG00000138411	Q6I6G8	ENSMUSG00000042807	HECW2
Q96GQ7	ENSG00000124228	Q921N6	ENSMUSG00000017999	DDX27
Q9P206	ENSG00000162522	A2A7S8	ENSMUSG00000050390	KIAA1522
A8MQ27	ENSG00000214357	Q0MW30	ENSMUSG00000034413	NEURL1B
P00352	ENSG00000165092	P24549	ENSMUSG00000053279	ALDH1A1
Q6L9W6	ENSG00000139044	Q6L8S8	ENSMUSG00000041372	B4GALNT3
Q9UBH0	ENSG00000136695	Q9QYY1	ENSMUSG00000026983	IL36RN
Q9NPH6	ENSG00000280584	Q8K1H9	ENSMUSG00000062061	OBP2B
Q9NPH6	ENSG00000171102	Q8K1H9	ENSMUSG00000062061	OBP2B
P20591	ENSG00000157601	Q9WVP9	ENSMUSG00000023341	MX1
Q9Y3C5	ENSG00000123091	Q9QYK7	ENSMUSG00000028557	RNF11
P49961	ENSG00000138185	P55772	ENSMUSG00000048120	ENTPD1
Q96JW4	ENSG00000136052	Q8BYR8	ENSMUSG00000034591	SLC41A2
P15313	ENSG00000116039	Q91YH6	ENSMUSG00000006269	ATP6V1B1
Q9BYQ9	ENSG00000261968	Q9D7P3	ENSMUSG00000048294	KRTAP4-8
Q9BYQ9	ENSG00000204880	Q9D7P3	ENSMUSG00000048294	KRTAP4-8
Q75VX8	ENSG00000157833	Q6PAJ3	ENSMUSG00000044576	GAREM2
P05496	ENSG00000159199	Q9CR84	ENSMUSG00000006057	ATP5MC1
Q70YC5	ENSG00000138311	Q8BG89	ENSMUSG00000037855	ZNF365
Q8WVZ9	ENSG00000120696	G5E8C2	ENSMUSG00000043881	KBTBD7
Q92887	ENSG00000023839	Q8VI47	ENSMUSG00000025194	ABCC2
Q9NY37	ENSG00000256394	Q9R0Y1	ENSMUSG00000028008	ASIC5
Q9NY37	ENSG00000262505	Q9R0Y1	ENSMUSG00000028008	ASIC5
Q99470	ENSG00000132581	Q9DCT5	ENSMUSG00000002064	SDF2
Q96AC6	ENSG00000167702	O08672	ENSMUSG00000004187	KIFC2
P21583	ENSG00000049130	P20826	ENSMUSG00000019966	KITLG
Q9UJM8	ENSG00000101323	Q9WU19	ENSMUSG00000027261	HAO1
Q53TN4	ENSG00000071967	Q925G2	ENSMUSG00000027015	CYBRD1
P43234	ENSG00000256043	Q8BM88	ENSMUSG00000028015	CTSO
P43234	ENSG00000263238	Q8BM88	ENSMUSG00000028015	CTSO
Q9NQ29	ENSG00000007392	Q9CYI4	ENSMUSG00000024188	LUC7L
Q9Y5Y0	ENSG00000162769	B2RXV4	ENSMUSG00000066595	FLVCR1
Q7Z736	ENSG00000068137	Q8VCE9	ENSMUSG00000035172	PLEKHH3
Q96RJ0	ENSG00000146399	Q923Y8	ENSMUSG00000056379	TAAR1
O60942	ENSG00000111880	O55236	ENSMUSG00000028274	RNGTT
P01861	-	F6TQW2	-	IGHG4
P05451	ENSG00000115386	P43137	ENSMUSG00000059654	REG1A
P49407	ENSG00000137486	Q8BWG8	ENSMUSG00000018909	ARRB1
P43694	ENSG00000136574	Q08369	ENSMUSG00000021944	GATA4
Q5JST6	ENSG00000183690	Q9D485	ENSMUSG00000025038	EFHC2
P29377	ENSG00000169906	P97816	ENSMUSG00000040808	S100G
Q5SQH8	ENSG00000224120	B8JJ69	ENSMUSG00000050705	C6orf136
Q5SQH8	ENSG00000204564	B8JJ69	ENSMUSG00000050705	C6orf136
Q5SQH8	ENSG00000237100	B8JJ69	ENSMUSG00000050705	C6orf136
Q5SQH8	ENSG00000233641	B8JJ69	ENSMUSG00000050705	C6orf136
Q5SQH8	ENSG00000237012	B8JJ69	ENSMUSG00000050705	C6orf136
Q5SQH8	ENSG00000233164	B8JJ69	ENSMUSG00000050705	C6orf136
Q5SQH8	ENSG00000206487	B8JJ69	ENSMUSG00000050705	C6orf136
Q03167	ENSG00000069702	O88393	ENSMUSG00000029287	TGFBR3
O14775	ENSG00000069966	P62881	ENSMUSG00000032192	GNB5
Q7RTT6	-	Q6XAS3	ENSMUSG00000035371	SSX6
Q01523	ENSG00000164816	D3Z1V9	ENSMUSG00000074434	DEFA5
O60359	ENSG00000006116	Q9JJV5	ENSMUSG00000066189	CACNG3
Q92914	ENSG00000161958	P70378	ENSMUSG00000042826	FGF11
Q92914	ENSG00000283903	P70378	ENSMUSG00000042826	FGF11
Q504U0	ENSG00000205208	Q3UUX7	ENSMUSG00000027811	C4orf46
P32239	ENSG00000110148	P56481	ENSMUSG00000030898	CCKBR
Q17R89	ENSG00000006740	Q5SSM3	ENSMUSG00000033389	ARHGAP44
Q8IZL8	ENSG00000141456	Q9DBD5	ENSMUSG00000018921	PELP1
P43630	ENSG00000278707	P83555	ENSMUSG00000031424	KIR3DL2
P43630	ENSG00000275083	P83555	ENSMUSG00000031424	KIR3DL2
P43630	ENSG00000284466	P83555	ENSMUSG00000031424	KIR3DL2
P43630	ENSG00000284053	P83555	ENSMUSG00000031424	KIR3DL2
P43630	ENSG00000284528	P83555	ENSMUSG00000031424	KIR3DL2
P43630	ENSG00000278474	P83555	ENSMUSG00000031424	KIR3DL2
P43630	ENSG00000275566	P83555	ENSMUSG00000031424	KIR3DL2
P43630	ENSG00000276882	P83555	ENSMUSG00000031424	KIR3DL2
P43630	ENSG00000278656	P83555	ENSMUSG00000031424	KIR3DL2
P43630	ENSG00000284384	P83555	ENSMUSG00000031424	KIR3DL2
P43630	ENSG00000284063	P83555	ENSMUSG00000031424	KIR3DL2
P43630	ENSG00000283951	P83555	ENSMUSG00000031424	KIR3DL2
P43630	ENSG00000278361	P83555	ENSMUSG00000031424	KIR3DL2
P43630	ENSG00000277982	P83555	ENSMUSG00000031424	KIR3DL2
P43630	ENSG00000275262	P83555	ENSMUSG00000031424	KIR3DL2
P43630	ENSG00000240403	P83555	ENSMUSG00000031424	KIR3DL2
P43630	ENSG00000284101	P83555	ENSMUSG00000031424	KIR3DL2
P43630	ENSG00000283975	P83555	ENSMUSG00000031424	KIR3DL2
P43630	ENSG00000277181	P83555	ENSMUSG00000031424	KIR3DL2
P43630	ENSG00000277709	P83555	ENSMUSG00000031424	KIR3DL2
P43630	ENSG00000278850	P83555	ENSMUSG00000031424	KIR3DL2
P43630	ENSG00000278726	P83555	ENSMUSG00000031424	KIR3DL2
P43630	ENSG00000275629	P83555	ENSMUSG00000031424	KIR3DL2
P43630	ENSG00000274722	P83555	ENSMUSG00000031424	KIR3DL2
P43630	ENSG00000275511	P83555	ENSMUSG00000031424	KIR3DL2
P43630	ENSG00000275838	P83555	ENSMUSG00000031424	KIR3DL2
P43630	ENSG00000275416	P83555	ENSMUSG00000031424	KIR3DL2
P43630	ENSG00000278403	P83555	ENSMUSG00000031424	KIR3DL2
P43630	ENSG00000275626	P83555	ENSMUSG00000031424	KIR3DL2
P43630	ENSG00000276739	P83555	ENSMUSG00000031424	KIR3DL2
P43630	ENSG00000284213	P83555	ENSMUSG00000031424	KIR3DL2
P43630	ENSG00000284192	P83555	ENSMUSG00000031424	KIR3DL2
P43630	ENSG00000278809	P83555	ENSMUSG00000031424	KIR3DL2
P43630	ENSG00000273735	P83555	ENSMUSG00000031424	KIR3DL2
P43630	ENSG00000278442	P83555	ENSMUSG00000031424	KIR3DL2
P43630	ENSG00000278710	P83555	ENSMUSG00000031424	KIR3DL2
P43630	ENSG00000273911	P83555	ENSMUSG00000031424	KIR3DL2
P43630	ENSG00000284295	P83555	ENSMUSG00000031424	KIR3DL2
P43630	ENSG00000284046	P83555	ENSMUSG00000031424	KIR3DL2
P43630	ENSG00000276424	P83555	ENSMUSG00000031424	KIR3DL2
P43630	ENSG00000276357	P83555	ENSMUSG00000031424	KIR3DL2
P43630	ENSG00000276004	P83555	ENSMUSG00000031424	KIR3DL2
P43630	ENSG00000278758	P83555	ENSMUSG00000031424	KIR3DL2
Q9BXU0	ENSG00000150783	Q9CR81	ENSMUSG00000032065	TEX12
Q9NUD5	ENSG00000247315	Q8BPK2	ENSMUSG00000074682	ZCCHC3
Q02413	ENSG00000134760	Q7TSF1	ENSMUSG00000061928	DSG1
Q9NQG7	ENSG00000100099	Q99KG7	ENSMUSG00000042328	HPS4
A4D1E9	ENSG00000105793	Q8K013	ENSMUSG00000040464	GTPBP10
O75179	ENSG00000132466	Q99NH0	ENSMUSG00000055204	ANKRD17
Q8NHC4	ENSG00000184155	Q62007	ENSMUSG00000037924	OR10J5
P21439	ENSG00000005471	P21440	ENSMUSG00000042476	ABCB4
P55073	ENSG00000197406	Q91ZI8	ENSMUSG00000075707	DIO3
O75594	ENSG00000008438	O88593	ENSMUSG00000030413	PGLYRP1
O95149	ENSG00000169371	Q80W37	ENSMUSG00000055334	SNUPN
Q9NX20	ENSG00000166902	Q99N93	ENSMUSG00000024683	MRPL16
Q5T0W9	ENSG00000168143	Q0VBM2	ENSMUSG00000032358	FAM83B
Q96G03	ENSG00000169299	Q7TSV4	ENSMUSG00000029171	PGM2
Q8NH87	ENSG00000261958	Q7TR96	ENSMUSG00000053287	OR9G1
Q8NH87	ENSG00000174914	Q7TR96	ENSMUSG00000053287	OR9G1
Q6IFN5	ENSG00000237521	Q0VAX9	ENSMUSG00000066896	OR7E24
P15882	ENSG00000128656	Q91V57	ENSMUSG00000056486	CHN1
Q9H3S5	ENSG00000143315	Q8C2R7	ENSMUSG00000050229	PIGM
Q9BVA6	ENSG00000198855	Q8BIX9	ENSMUSG00000053334	FICD
Q86X40	ENSG00000168904	Q3TX51	ENSMUSG00000030556	LRRC28
Q96AD5	ENSG00000177666	Q8BJ56	ENSMUSG00000025509	PNPLA2
Q9BYQ5	ENSG00000198090	Q9D7P3	ENSMUSG00000048294	KRTAP4-6
P14651	ENSG00000120093	P09026	ENSMUSG00000048763	HOXB3
Q03989	ENSG00000196843	Q3U108	ENSMUSG00000037447	ARID5A
Q502W7	ENSG00000165972	Q8CDN8	ENSMUSG00000036168	CCDC38
Q8WU68	ENSG00000161265	Q8BGJ9	ENSMUSG00000078765	U2AF1L4
P62263	ENSG00000164587	P62264	ENSMUSG00000024608	RPS14
Q9BSD3	ENSG00000171792	Q8K3A4	ENSMUSG00000048668	RHNO1
P40763	ENSG00000168610	P42227	ENSMUSG00000004040	STAT3
P05019	ENSG00000017427	P05017	ENSMUSG00000020053	IGF1
Q8IU60	ENSG00000172795	Q9CYC6	ENSMUSG00000024472	DCP2
Q9GZK7	ENSG00000234347	Q8VFE3	ENSMUSG00000064121	OR11A1
Q9GZK7	ENSG00000237258	Q8VFE3	ENSMUSG00000064121	OR11A1
Q9GZK7	ENSG00000232289	Q8VFE3	ENSMUSG00000064121	OR11A1
Q9GZK7	ENSG00000206517	Q8VFE3	ENSMUSG00000064121	OR11A1
Q9GZK7	ENSG00000223898	Q8VFE3	ENSMUSG00000064121	OR11A1
Q9GZK7	ENSG00000230780	Q8VFE3	ENSMUSG00000064121	OR11A1
Q9GZK7	ENSG00000204694	Q8VFE3	ENSMUSG00000064121	OR11A1
Q9GZK7	ENSG00000206472	Q8VFE3	ENSMUSG00000064121	OR11A1
Q12962	ENSG00000166337	Q8K0H5	ENSMUSG00000043866	TAF10
Q9C0E4	ENSG00000144596	G3XA20	ENSMUSG00000030098	GRIP2
Q8NBL3	ENSG00000152154	Q9CZ16	ENSMUSG00000024245	TMEM178A
Q4VC12	ENSG00000166343	Q9D5Z5	ENSMUSG00000021815	MSS51
P30411	ENSG00000168398	P32299	ENSMUSG00000021070	BDKRB2
Q96RT1	ENSG00000112851	Q80TH2	ENSMUSG00000021709	ERBIN
O75312	ENSG00000109917	Q62384	ENSMUSG00000032078	ZPR1
P02818	ENSG00000242252	P54615	ENSMUSG00000074489	BGLAP
P62952	ENSG00000166619	P62951	ENSMUSG00000067787	BLCAP
P33151	ENSG00000179776	P55284	ENSMUSG00000031871	CDH5
P35249	ENSG00000163918	Q99J62	ENSMUSG00000022881	RFC4
Q96EC8	ENSG00000181704	Q8BR70	ENSMUSG00000047694	YIPF6
Q8NBF1	ENSG00000174332	Q8K1M4	ENSMUSG00000034762	GLIS1
P68400	ENSG00000101266	Q60737	ENSMUSG00000074698	CSNK2A1
Q6YP21	ENSG00000137944	Q71RI9	ENSMUSG00000040213	KYAT3
Q9H582	ENSG00000122482	E9QA22	ENSMUSG00000049606	ZNF644
Q96LY2	ENSG00000152076	E9Q9U8	ENSMUSG00000041617	CCDC74B
A8MTZ0	ENSG00000214413	J3QMK2	ENSMUSG00000084957	BBIP1
Q9NYU1	ENSG00000102595	E9Q4X2	ENSMUSG00000042104	UGGT2
Q96R47	ENSG00000221938	Q8VFS6	ENSMUSG00000073110	OR2A14
Q7L2H7	ENSG00000149100	Q99JX4	ENSMUSG00000027170	EIF3M
P10153	ENSG00000169385	Q923L6	ENSMUSG00000090166	RNASE2
O94829	ENSG00000117408	Q8K0C1	ENSMUSG00000033365	IPO13
Q15436	ENSG00000100934	Q01405	ENSMUSG00000020986	SEC23A
Q9H9G7	ENSG00000126070	Q8CJF9	ENSMUSG00000028842	AGO3
Q9NZQ7	ENSG00000120217	Q9EP73	ENSMUSG00000016496	CD274
Q07444	ENSG00000205810	Q9WTJ9	ENSMUSG00000052736	KLRC3
Q8WUJ0	ENSG00000198252	Q60969	ENSMUSG00000053205	STYX
O15304	ENSG00000184990	O54926	ENSMUSG00000064326	SIVA1
Q68BL7	ENSG00000185585	Q8BHP7	ENSMUSG00000046618	OLFML2A
Q5VZM2	ENSG00000083750	Q6NTA4	ENSMUSG00000041658	RRAGB
Q13183	ENSG00000007216	Q9ES88	ENSMUSG00000001095	SLC13A2
Q15648	ENSG00000125686	Q925J9	ENSMUSG00000018160	MED1
Q9Y657	ENSG00000106723	Q61142	ENSMUSG00000021395	SPIN1
O76100	ENSG00000127515	Q9JHB2	ENSMUSG00000048101	OR7A10
O14593	ENSG00000064490	Q9Z205	ENSMUSG00000036120	RFXANK
P05452	ENSG00000163815	P43025	ENSMUSG00000025784	CLEC3B
Q96S86	ENSG00000140511	Q80WM5	ENSMUSG00000030606	HAPLN3
Q8NHG8	ENSG00000180233	Q71FD5	ENSMUSG00000058446	ZNRF2
Q13492	ENSG00000073921	Q7M6Y3	ENSMUSG00000039361	PICALM
Q8N158	ENSG00000213420	Q8BKV1	ENSMUSG00000029510	GPC2
O14682	ENSG00000171617	O35709	ENSMUSG00000041773	ENC1
Q16534	ENSG00000108924	Q8BW74	ENSMUSG00000003949	HLF
Q8NET8	ENSG00000167723	Q8K424	ENSMUSG00000043029	TRPV3
Q9Y5A9	ENSG00000198492	Q91YT7	ENSMUSG00000040025	YTHDF2
A8MVX0	ENSG00000214694	Q8BW86	ENSMUSG00000054901	ARHGEF33
Q68J44	ENSG00000188716	Q8BK84	ENSMUSG00000063821	DUPD1
Q68J44	ENSG00000281660	Q8BK84	ENSMUSG00000063821	DUPD1
Q5VV52	ENSG00000164011	Q3TDE8	ENSMUSG00000045268	ZNF691
P54855	ENSG00000277132	Q8R084	ENSMUSG00000035836	UGT2B15
P54855	ENSG00000196620	Q8R084	ENSMUSG00000035836	UGT2B15
Q9NQ87	ENSG00000163909	Q9DBX7	ENSMUSG00000032744	HEYL
Q96B26	ENSG00000120699	Q9D753	ENSMUSG00000027752	EXOSC8
Q9BRP7	ENSG00000255561	Q3UY23	ENSMUSG00000037845	FDXACB1
A6NIM6	ENSG00000188991	Q8CBB2	ENSMUSG00000044378	SLC15A5
P42025	ENSG00000115073	Q8R5C5	ENSMUSG00000037351	ACTR1B
Q13021	ENSG00000144063	Q91X49	ENSMUSG00000027377	MALL
O43825	ENSG00000162630	O54905	ENSMUSG00000033849	B3GALT2
Q9Y6E7	ENSG00000089163	Q8R216	ENSMUSG00000029524	SIRT4
Q9UIG8	ENSG00000176463	Q8R3L5	ENSMUSG00000025790	SLCO3A1
Q15121	ENSG00000162734	Q62048	ENSMUSG00000013698	PEA15
Q96CT7	ENSG00000007080	Q9D8X2	ENSMUSG00000007721	CCDC124
Q5TBA9	ENSG00000073910	E9Q8I9	ENSMUSG00000056602	FRY
Q567V2	ENSG00000254858	Q8VIK2	ENSMUSG00000035559	MPV17L2
Q567V2	ENSG00000254858	Q8VIK2	ENSMUSG00000111476	MPV17L2
Q8N5A5	ENSG00000197114	Q8VDM1	ENSMUSG00000027582	ZGPAT
P22694	ENSG00000142875	P68181	ENSMUSG00000005034	PRKACB
Q07666	ENSG00000121774	Q60749	ENSMUSG00000028790	KHDRBS1
Q6PEV8	ENSG00000123575	Q8K2D0	ENSMUSG00000042595	FAM199X
Q5VWI1	ENSG00000176769	Q3B807	ENSMUSG00000091002	TCERG1L
Q6E0U4	ENSG00000161249	Q6P253	ENSMUSG00000060962	DMKN
Q92902	ENSG00000107521	O08983	ENSMUSG00000025188	HPS1
Q49AJ0	ENSG00000147724	Q9DAI6	ENSMUSG00000036800	FAM135B
Q96LI6	ENSG00000172468	Q80Y37	ENSMUSG00000045336	HSFY2; HSFY1
Q96LI6	ENSG00000169953	Q80Y37	ENSMUSG00000045336	HSFY2; HSFY1
Q9NP98	ENSG00000177791	Q9JK37	ENSMUSG00000068697	MYOZ1
Q31612	ENSG00000232126	P14427	ENSMUSG00000073411	HLA-B
Q31612	ENSG00000224608	P14427	ENSMUSG00000073411	HLA-B
Q31612	ENSG00000206450	P14427	ENSMUSG00000073411	HLA-B
Q31612	ENSG00000223532	P14427	ENSMUSG00000073411	HLA-B
Q31612	ENSG00000228964	P14427	ENSMUSG00000073411	HLA-B
Q31612	ENSG00000234745	P14427	ENSMUSG00000073411	HLA-B
P08100	ENSG00000163914	P15409	ENSMUSG00000030324	RHO
Q8WUY1	ENSG00000130193	Q80ZW2	ENSMUSG00000056665	THEM6
Q8N6C8	ENSG00000276175	P97484	ENSMUSG00000058818	LILRA3
Q8N6C8	ENSG00000278046	P97484	ENSMUSG00000058818	LILRA3
Q8N6C8	ENSG00000275841	P97484	ENSMUSG00000058818	LILRA3
Q8N6C8	ENSG00000273884	P97484	ENSMUSG00000058818	LILRA3
Q6PII5	ENSG00000103253	Q9DB32	ENSMUSG00000061046	HAGHL
Q9Y4Z0	ENSG00000130520	Q9QXA5	ENSMUSG00000110900	LSM4
Q9Y4Z0	ENSG00000130520	Q9QXA5	ENSMUSG00000031848	LSM4
P99999	ENSG00000172115	P62897	ENSMUSG00000063694	CYCS
Q9BXJ0	ENSG00000235718	Q8K479	ENSMUSG00000079592	C1QTNF5
Q9BXJ0	ENSG00000223953	Q8K479	ENSMUSG00000079592	C1QTNF5
