Human Uniprot	Human Ensembl	Mouse Uniprot	Mouse Ensembl
Q8NGI7	ENSG00000172289	Q8VF55	ENSMUSG00000060878
P07203	ENSG00000233276	P11352	ENSMUSG00000063856
P61165	ENSG00000134825	P61166	ENSMUSG00000036372
Q8NGC1	ENSG00000196832	Q7TRM0	ENSMUSG00000053815
Q15155	ENSG00000103512; ENSG00000274779	Q6GQT9	ENSMUSG00000030835
Q8N6L1	ENSG00000163463	Q5RL79	ENSMUSG00000042747
P48643	ENSG00000150753	P80316	ENSMUSG00000022234
Q96C01	ENSG00000035141	E9Q5M2	-
Q6IQ32	ENSG00000101544	Q8CHC8	ENSMUSG00000053950
Q92560	ENSG00000163930	Q99PU7	ENSMUSG00000021901
Q5T3U5	ENSG00000124574	Q8R4P9	ENSMUSG00000032842
Q8N7M0	ENSG00000152760	Q9D5I4	ENSMUSG00000028523
Q13875	ENSG00000168314	Q9D2P8	ENSMUSG00000032517
Q96R54	ENSG00000241128	F7CWV4	ENSMUSG00000062042
Q8NEH6	ENSG00000138587	Q61884	ENSMUSG00000032221
Q9UG63	ENSG00000033050	Q99LE6	ENSMUSG00000028953
O95382	ENSG00000142733	Q9WTR2	ENSMUSG00000028862
P29144	ENSG00000134900	Q64514	ENSMUSG00000041763
Q2VWP7	ENSG00000166450	Q2EY15	ENSMUSG00000036030
P53803	ENSG00000147669	Q63871	ENSMUSG00000045996
P08218	ENSG00000215704	P05208	ENSMUSG00000058579
A6NLW8	ENSG00000258873	Q9JI43	ENSMUSG00000071771
O95180	ENSG00000196557	O88427	ENSMUSG00000024112
Q6NT32	ENSG00000261972; ENSG00000159398	Q6AW46	ENSMUSG00000058019
Q96S97	ENSG00000179820	O35682	ENSMUSG00000068566; ENSMUSG00000097829
P30531	ENSG00000157103	P31648	ENSMUSG00000030310
P55157	ENSG00000138823	O08601	ENSMUSG00000028158
Q8WXS3	ENSG00000164929	Q8VHV1	ENSMUSG00000022296
Q9BPZ3	ENSG00000120727	Q9D6V8	ENSMUSG00000037058
Q86XS8	ENSG00000113269	Q8VEM1	ENSMUSG00000020376
P31146	ENSG00000102879	O89053	ENSMUSG00000030707
Q9H972	ENSG00000100802	Q8K2W9	ENSMUSG00000022179
P07451	ENSG00000164879	P16015	ENSMUSG00000027559
Q7RTT5	ENSG00000187754	Q9CPU1	ENSMUSG00000079705
Q99643	ENSG00000143252	Q9CZB0	ENSMUSG00000058076
Q8NCJ5	ENSG00000167778	E9Q9B3	ENSMUSG00000036966
Q8N543	ENSG00000087263	Q3U0K8	ENSMUSG00000033009
Q8N2H4	ENSG00000204070	Q78S06	ENSMUSG00000045503
Q96CT2	ENSG00000119771	Q80T74	ENSMUSG00000020627
P52564	ENSG00000108984	P70236	ENSMUSG00000020623
Q6T423	ENSG00000196600	Q96LX3	ENSMUSG00000052562
Q8NH70	ENSG00000181961	Q8VG59	ENSMUSG00000111517
Q9UHY7	ENSG00000145293	Q8BGB7	ENSMUSG00000029326
Q96FZ5	ENSG00000153551	Q9ESD6	ENSMUSG00000032436
Q9NSK7	ENSG00000131943	Q8WUR0	ENSMUSG00000054676
Q9BY44	ENSG00000144895	Q8BJW6	ENSMUSG00000027810
Q53H80	ENSG00000135334	B1AXD8	ENSMUSG00000028291
Q8NC60	ENSG00000084092	Q9JJG9	ENSMUSG00000036285
Q8N6N2	ENSG00000174521	Q9D6E4	ENSMUSG00000007944
Q9BQ50	ENSG00000183479	Q9R1A9	ENSMUSG00000031372
A6NLJ0	ENSG00000205502	Q80XU5	ENSMUSG00000091956
P00390	ENSG00000104687	P47791	ENSMUSG00000031584
P20472	ENSG00000274665; ENSG00000100362	P32848	ENSMUSG00000005716
Q5UCC4	ENSG00000161671	Q3TAS6	ENSMUSG00000008140
Q6ZSA7	ENSG00000183908	Q3UY51	ENSMUSG00000075224
Q9UHP6	ENSG00000100218	E9PWZ8	ENSMUSG00000009070
Q4G176	ENSG00000176715	Q3URE1	ENSMUSG00000015016
Q16663	ENSG00000275528; ENSG00000275718	P51670	ENSMUSG00000019122
Q13049	ENSG00000119401	Q8CH72	ENSMUSG00000051675
Q93008	ENSG00000124486	P70398	ENSMUSG00000031010
P20962	ENSG00000159335	Q9D0J8	ENSMUSG00000030122
Q6R6M4	ENSG00000223443	G5E8G2	ENSMUSG00000057321
O75022	ENSG00000275019; ENSG00000277816; ENSG00000204577; ENSG00000274587	P97484	ENSMUSG00000058818
Q9BQ08	ENSG00000163515	Q99P86	ENSMUSG00000022650
Q16384	ENSG00000126752	A2AHC7	ENSMUSG00000079699
O75934	ENSG00000116752	Q9D287	ENSMUSG00000005687
Q9H875	ENSG00000128563	Q9CWV6	ENSMUSG00000039737
P49639	ENSG00000105991	P09022	ENSMUSG00000029844
P04626	ENSG00000141736	P70424	ENSMUSG00000062312
Q96PL2	ENSG00000119913	O08524	ENSMUSG00000024979
O75396	ENSG00000265808	O08547	ENSMUSG00000027879
Q96RN1	ENSG00000112053	Q8R0C3	ENSMUSG00000036196
Q08257	ENSG00000116791	P47199	ENSMUSG00000028199
O75208	ENSG00000088682	Q8K1Z0	ENSMUSG00000031782
P02753	ENSG00000138207	Q00724	ENSMUSG00000024990
Q8N5J2	ENSG00000143409	Q76LS9	ENSMUSG00000038712
Q9BYG8	ENSG00000147697	Q8CB12	ENSMUSG00000055827
Q9NWU2	ENSG00000101193	Q9D7M1	ENSMUSG00000027573
Q9UIQ6	ENSG00000113441	Q8C129	ENSMUSG00000023845
O43529	ENSG00000115526	Q6PGK7	ENSMUSG00000026080
Q8TAQ9	ENSG00000164744	Q5SS91	ENSMUSG00000040985
Q5GH70	ENSG00000221947	Q5GH62	ENSMUSG00000067813
F5H1R7	-	E9PV26	ENSMUSG00000064125
P48454	ENSG00000120910	P48455	ENSMUSG00000022092
O95405	ENSG00000157077	A2A8R0	ENSMUSG00000034557
Q9H0D2	ENSG00000118156	Q0GGX2	ENSMUSG00000078796
Q969Y2	ENSG00000130299	Q923K4	ENSMUSG00000007610
Q0P5P2	ENSG00000214226	Q3V3I5	ENSMUSG00000072553
A6NFU0	ENSG00000214447	Q9D3R5	ENSMUSG00000075510
Q9BYQ8	ENSG00000212722; ENSG00000262121	B1AQA9	ENSMUSG00000078262
O60813	ENSG00000239810; ENSG00000281934	Q9D2F1	ENSMUSG00000028591
P26885	ENSG00000173486	P45878	ENSMUSG00000056629
Q86Y79	ENSG00000187024	Q8BW00	ENSMUSG00000053746
Q8NFH5	ENSG00000163002	Q8R4R6	ENSMUSG00000026999
O43451	ENSG00000282607; ENSG00000257335	B5THE2	ENSMUSG00000068587
O00339	ENSG00000132561	O08746	ENSMUSG00000022324
Q9UHQ7	ENSG00000185222	Q9DD24	ENSMUSG00000042712
Q9C0D3	ENSG00000162378	Q3UFS0	ENSMUSG00000034636
O60749	ENSG00000205302	Q9CWK8	ENSMUSG00000034484
Q96IL0	ENSG00000256053	Q9CQW7	ENSMUSG00000037787
P08709	ENSG00000057593	P70375	ENSMUSG00000031443
Q96JA3	ENSG00000106086	Q80W71	ENSMUSG00000005225
Q6UY01	ENSG00000114248	F6VYM1	ENSMUSG00000074653
P54762	ENSG00000154928	Q8CBF3	ENSMUSG00000032537
P55884	ENSG00000106263	Q8JZQ9	ENSMUSG00000056076
P31939	ENSG00000138363	Q9CWJ9	ENSMUSG00000026192
Q5SQ80	ENSG00000183148	Q9D4J9	ENSMUSG00000026774
O95267	ENSG00000172575	Q9Z1S3	ENSMUSG00000027347
Q9Y535	ENSG00000100413	Q9D2C6	ENSMUSG00000022476
Q8WW43	ENSG00000138613	Q9DCZ9	ENSMUSG00000053040
Q6NUQ1	ENSG00000135249	Q8BZ36	ENSMUSG00000028999
Q8NDM7	ENSG00000197748	E9Q7R9	ENSMUSG00000044948
Q9H5J4	ENSG00000170522	Q920L5	ENSMUSG00000041220
Q8N6Y0	ENSG00000130307	Q8R370	ENSMUSG00000034911
Q9NX70	ENSG00000063322	Q9DB91	ENSMUSG00000003444
Q13884	ENSG00000172164	Q99L88	ENSMUSG00000060429
Q14108	ENSG00000138760	O35114	ENSMUSG00000029426
Q9Y2B9	ENSG00000168734	O70139	ENSMUSG00000035268
Q8NBS9	ENSG00000239264	Q91W90	ENSMUSG00000038991
Q9NR61	ENSG00000128917	Q9JI71	ENSMUSG00000027314
O00221	ENSG00000146232	O54910	ENSMUSG00000023947
Q9BYQ8	ENSG00000212722; ENSG00000262121	B1AQB2	ENSMUSG00000078259
O14904	ENSG00000143816	Q8R5M2	ENSMUSG00000000126
Q9Y6R7	ENSG00000275395; ENSG00000281123	E9Q0B5	ENSMUSG00000047730
Q8NH70	ENSG00000181961	Q7TQZ6	ENSMUSG00000111715
Q9H3E2	ENSG00000109762	Q3ZT31	ENSMUSG00000038291
Q8WY91	ENSG00000176946	Q6P3Z3	ENSMUSG00000026279
Q9NYV9	ENSG00000212128; ENSG00000277254; ENSG00000273457	Q7M720	ENSMUSG00000071150
Q99972	ENSG00000034971	O70624	ENSMUSG00000026697
O75607	ENSG00000107833	Q9CPP0	ENSMUSG00000056209
A4D1S0	ENSG00000188883	Q3UM83	ENSMUSG00000071537
O60220	ENSG00000126953	Q9WVA2	ENSMUSG00000048007
Q16774	ENSG00000143774	Q64520	ENSMUSG00000020444
Q9UGK8	ENSG00000129158	Q80YD6	ENSMUSG00000030839
P20337	ENSG00000169213	Q9CZT8	ENSMUSG00000003411
P42262	ENSG00000120251	P23819	ENSMUSG00000033981
Q8TC20	ENSG00000164304	Q5IR70	ENSMUSG00000044566
Q8WY41	ENSG00000188613	Q80WY3	ENSMUSG00000072437
Q8WXU2	ENSG00000256061	Q8R368	ENSMUSG00000092192
Q16836	ENSG00000138796	Q61425	ENSMUSG00000027984
Q9H649	ENSG00000178694	Q8CCT7	ENSMUSG00000050312
Q9NZH0	ENSG00000167191	Q923Z0	ENSMUSG00000008734
Q9HA82	ENSG00000090661	Q9D6J1	ENSMUSG00000008206
P22004	ENSG00000153162	P20722	ENSMUSG00000039004
Q92618	ENSG00000101493	Q7TSH3	ENSMUSG00000058881
O60241	ENSG00000121753	Q8CGM1	ENSMUSG00000028782
Q7Z4S9	ENSG00000152292	Q9D413	ENSMUSG00000052631
Q9Y6I3	ENSG00000063245	Q80VP1	ENSMUSG00000035203
P55145	ENSG00000145050	Q9CXI5	ENSMUSG00000032575
Q8IX29	ENSG00000214050	Q9QZM9	ENSMUSG00000034532
Q9UI30	ENSG00000173113	Q9DCG9	ENSMUSG00000038812
P01589	ENSG00000134460	P01590	ENSMUSG00000026770
Q13557	ENSG00000145349	Q6PHZ2	ENSMUSG00000053819
Q96DY2	ENSG00000166578	Q9D3V1	ENSMUSG00000029601
Q9NUE0	ENSG00000204160	Q5Y5T2	ENSMUSG00000037553
Q9Y305	ENSG00000123130	Q9R0X4	ENSMUSG00000025287
P40855	ENSG00000162735	Q8VCI5	ENSMUSG00000003464
Q7Z7H3	ENSG00000158428	B9EKE5	ENSMUSG00000073650
Q8NEY3	ENSG00000150628	Q8K3V1	ENSMUSG00000031518
P82914	ENSG00000116898	Q9DC71	ENSMUSG00000028861
Q5TCY1	ENSG00000146216	Q6PCN3	ENSMUSG00000015599
P50150	ENSG00000168243; ENSG00000282972	P50153	ENSMUSG00000021303
P19835	ENSG00000170835	Q64285	ENSMUSG00000026818
P63096	ENSG00000127955	B2RSH2	ENSMUSG00000057614
O00445	ENSG00000129990	Q9R0N5	ENSMUSG00000004961
Q5T0N5	ENSG00000137942	Q8K012	ENSMUSG00000039735
P46089	ENSG00000181773	P35413	ENSMUSG00000049649
Q63HK5	ENSG00000121297	Q8CGV9	ENSMUSG00000021217
P52790	ENSG00000160883	Q3TRM8	ENSMUSG00000025877
P55347	ENSG00000160199	O70477	ENSMUSG00000006705
Q9BXT5	ENSG00000133863	F8VPN2	ENSMUSG00000009628
P49750	ENSG00000119596	Q9R0I7	ENSMUSG00000021244
Q96KP1	ENSG00000112685	Q9D4H1	ENSMUSG00000021357
P35638	ENSG00000175197	P35639	ENSMUSG00000025408
Q6IQ22	ENSG00000206418	P35283	ENSMUSG00000023460
Q96DN5	ENSG00000156787	Q6NXY1	ENSMUSG00000022364
Q96IZ2	ENSG00000111863	Q8C138	ENSMUSG00000058022
Q92508	ENSG00000103335	E2JF22	ENSMUSG00000014444
Q9Y5E7	ENSG00000112852	Q91Y00	ENSMUSG00000051599
P07098	ENSG00000182333	Q9CPP7	ENSMUSG00000024768
Q96SF7	ENSG00000092607	O70306	ENSMUSG00000027868
Q96FE7	ENSG00000100100	Q7TMJ8	ENSMUSG00000034614
P28340	ENSG00000062822	P52431	ENSMUSG00000038644
Q9H213	ENSG00000187601	Q9NWG9	ENSMUSG00000047238
Q8NFH8	ENSG00000169891	Q80XA6	ENSMUSG00000040855
Q9NQV6	ENSG00000170325	Q3UTQ7	ENSMUSG00000042496
A6NEJ1	-	B1AY40	ENSMUSG00000079703
Q9BQB6	ENSG00000167397	Q9CRC0	ENSMUSG00000096145
P36639	ENSG00000106268	P53368	ENSMUSG00000036639
P55273	ENSG00000129355	Q60773	ENSMUSG00000096472
Q8IUI8	ENSG00000176390	Q9Z2L7	ENSMUSG00000017561
P11226	ENSG00000165471	P41317	ENSMUSG00000024863
P05014	ENSG00000236637	P09235	ENSMUSG00000095270
Q8NB46	ENSG00000139645	Q8BTI7	ENSMUSG00000014498
Q8WW52	ENSG00000162391	Q8QZW3	ENSMUSG00000034871
Q96I13	ENSG00000127220	Q8R0P8	ENSMUSG00000007950
P43627	ENSG00000275960; ENSG00000275546; ENSG00000275407; ENSG00000277251; ENSG00000278692; ENSG00000276011; ENSG00000278731; ENSG00000275914; ENSG00000273578; ENSG00000276731; ENSG00000277725; ENSG00000274412	P83555	ENSMUSG00000031424
Q9HB71	ENSG00000116161	Q9CXW3	ENSMUSG00000014226
Q5VTQ0	ENSG00000155158	Q8BYY4	ENSMUSG00000038172
Q9HBG4	ENSG00000105929	Q920R6	ENSMUSG00000038600
Q9H6R7	ENSG00000163026	Q6NV72	ENSMUSG00000051721
Q5EBL4	ENSG00000188026	Q9JJC6	ENSMUSG00000029392
A6NCW0	ENSG00000225327	G5E8I7	ENSMUSG00000058976
P51511	ENSG00000102996	O54732	ENSMUSG00000031790
Q8TD55	ENSG00000241839	Q8K124	ENSMUSG00000050721
O43680	ENSG00000118526	O35437	ENSMUSG00000045680
Q10471	ENSG00000143641	Q6PB93	ENSMUSG00000089704
Q8WW59	ENSG00000176422	Q91WK1	ENSMUSG00000051346
H7C1C5	-	A2AJB9	ENSMUSG00000045684
P32856	ENSG00000111450	Q00262	ENSMUSG00000029428
P01859	-	P01865	-
Q96AM1	ENSG00000172935	Q8VCJ6	ENSMUSG00000031070
Q8IYS0	ENSG00000178075	Q8CI52	ENSMUSG00000036292
O14863	ENSG00000104154	O35149	ENSMUSG00000005802; ENSMUSG00000111214
O43505	ENSG00000174684	Q8BWP8	ENSMUSG00000047379
Q96A44	ENSG00000175093	Q8R5B6	ENSMUSG00000046997
P59537	ENSG00000262612; ENSG00000282537; ENSG00000255374	Q7M721	ENSMUSG00000059382
Q6NUQ4	ENSG00000119777	Q8BM55	ENSMUSG00000038828
Q99969	ENSG00000106538	Q9DD06	ENSMUSG00000009281
P35247	ENSG00000133661	P50404	ENSMUSG00000021795
Q9HBV2	ENSG00000118434	Q9DA48	ENSMUSG00000028264
P48426	ENSG00000150867	O70172	ENSMUSG00000026737
Q9H211	ENSG00000167513	Q8R4E9	ENSMUSG00000006585
Q9UKK6	ENSG00000132661	Q9QZV9	ENSMUSG00000036992
P55283	ENSG00000179242; ENSG00000280641	P39038	ENSMUSG00000000305
O15178	ENSG00000164458	P20293	ENSMUSG00000062327
A6NEN9	ENSG00000204165	Q3V2K1	ENSMUSG00000090141
Q00722	ENSG00000137841	A3KGF7	ENSMUSG00000040061
Q8TDG4	ENSG00000163312	Q2VPA6	ENSMUSG00000035266
Q16718	ENSG00000128609	Q9CPP6	ENSMUSG00000023089
Q15329	ENSG00000133740	Q61502	ENSMUSG00000027552
Q8N4M1	ENSG00000143036	Q921V7	ENSMUSG00000039865
Q7Z602	ENSG00000187037	Q7TQP0	ENSMUSG00000053101
Q6H3X3	ENSG00000203722	Q9JI58	ENSMUSG00000078452
Q9HCM4	ENSG00000115109	Q8BGS1	ENSMUSG00000026383
Q15650	ENSG00000103671	Q9QXN3	ENSMUSG00000032386
P35908	ENSG00000172867	Q3TTY5	ENSMUSG00000064201
O60729	ENSG00000081377	Q6PFY9	ENSMUSG00000033102
P08134	ENSG00000155366	Q62159	ENSMUSG00000002233
P06576	ENSG00000110955	P56480	ENSMUSG00000025393
O43829	ENSG00000198081	Q08376	ENSMUSG00000049672
Q8NHS3	ENSG00000164073	Q8BH31	ENSMUSG00000025759
A6NDY0	ENSG00000205022	Q5XFR0	ENSMUSG00000069867
Q31612	ENSG00000232126; ENSG00000224608; ENSG00000206450; ENSG00000223532; ENSG00000228964; ENSG00000234745	G3UXE9	ENSMUSG00000073402
O95994	ENSG00000106541	O88312	ENSMUSG00000020581
Q49A92	ENSG00000165084	Q8BZJ8	ENSMUSG00000057715
P35610	ENSG00000057252	Q61263	ENSMUSG00000026600
Q9NWL6	ENSG00000138381	Q8BFS9	ENSMUSG00000026095
Q18PE1	ENSG00000175920	Q18PE0	ENSMUSG00000044716
Q9P2G4	ENSG00000212916	Q8BJS7	ENSMUSG00000050930
Q5U649	ENSG00000182993	Q810N5	ENSMUSG00000047515
Q641Q2	ENSG00000099290	Q6PGL7	ENSMUSG00000024104
P16333	ENSG00000158092	Q99M51	ENSMUSG00000032475
Q53TQ3	ENSG00000114933; ENSG00000283510	Q66JY2	ENSMUSG00000040865
Q7Z3B0	ENSG00000188725	Q3UTD9	ENSMUSG00000071180
P57768	ENSG00000104497	Q8C080	ENSMUSG00000027534
Q6PI48	ENSG00000117593	Q8BIP0	ENSMUSG00000026709
Q9Y3A5	ENSG00000126524	P70122	ENSMUSG00000025337
Q96LQ0	ENSG00000165807	D3Z0R2	ENSMUSG00000052221
Q8NAM6	ENSG00000180532	A7KBS4	ENSMUSG00000090714
P08514	ENSG00000005961	Q9QUM0	ENSMUSG00000034664
Q9H089	ENSG00000041802	Q3UM18	ENSMUSG00000022538
Q8IVH8	ENSG00000011566	Q99JP0	ENSMUSG00000024242
Q9BYT5	ENSG00000214518; ENSG00000262731	A0PK51	ENSMUSG00000062278
P00558	ENSG00000102144	P09411	ENSMUSG00000062070
Q9Y228	ENSG00000009790	Q8C0G2	ENSMUSG00000037318
Q16676	ENSG00000251493	Q61345	ENSMUSG00000078302
Q12882	ENSG00000188641	Q8CHR6	ENSMUSG00000033308
Q8WWQ8	ENSG00000136011	Q8R4U0	ENSMUSG00000035459
Q96RQ9	ENSG00000104951	O09046	ENSMUSG00000074141
Q96NR3	ENSG00000165186	Q14B62	ENSMUSG00000041552
M0R129	-	E9Q9W0	ENSMUSG00000078889
O95976	ENSG00000283934; ENSG00000140749	P0C6B7	ENSMUSG00000035004
Q96RS0	ENSG00000137574	Q923W1	ENSMUSG00000028233
Q9UIG0	ENSG00000009954	Q9Z277	ENSMUSG00000002748
Q66GS9	ENSG00000174799	Q6P5D4	ENSMUSG00000036403
Q8TDQ1	ENSG00000186074	Q6SJQ7	ENSMUSG00000047798
Q9UBC0	ENSG00000169856	O08755	ENSMUSG00000043013
Q03701	ENSG00000115816	P53569	ENSMUSG00000024081
Q9P0L0	ENSG00000101558	Q9WV55	ENSMUSG00000024091
Q9HCI5	ENSG00000198934	Q6PCZ4	ENSMUSG00000031227
Q9Y2P5	ENSG00000083807	Q4LDG0	ENSMUSG00000030382
Q96QS3	ENSG00000004848	O35085	ENSMUSG00000035277
Q9UNP4	ENSG00000115525	O88829	ENSMUSG00000056091
Q9BTD3	ENSG00000184986	Q80XA0	ENSMUSG00000049036
Q6IPR1	ENSG00000205707	Q91V16	ENSMUSG00000040370
Q9BXY5	ENSG00000180881	Q8BUG5	ENSMUSG00000035694
Q8IUF1	ENSG00000172785; ENSG00000215126; ENSG00000136682	Q8VEH6	ENSMUSG00000024878
Q9BT09	ENSG00000137161	Q9DAU1	ENSMUSG00000023973
Q9Y2D5	ENSG00000157654; ENSG00000241978	O54931	ENSMUSG00000038729; ENSMUSG00000089945
Q7Z7G1	ENSG00000109684	Q9QZE2	ENSMUSG00000039315
Q6Y288	ENSG00000187676	Q8BHT6	ENSMUSG00000051950
Q155Q3	ENSG00000150764	Q80Y83	ENSMUSG00000032064
O94827	ENSG00000171680	Q66T02	ENSMUSG00000039713
P35226	ENSG00000168283; ENSG00000269897	P25916	ENSMUSG00000026739
Q8WWQ2	ENSG00000172987	B2RY83	ENSMUSG00000074852
P29122	ENSG00000140479	F6XJP7	ENSMUSG00000030513
P52569	ENSG00000003989	P18581	ENSMUSG00000031596
A1X283	ENSG00000174705	A2AAY5	ENSMUSG00000040711
Q9UHV7	ENSG00000108510	Q5SWW4	ENSMUSG00000034297
P02656	ENSG00000110245	P33622	ENSMUSG00000032081
P19883	ENSG00000134363	P47931	ENSMUSG00000021765
P05387	ENSG00000177600	P99027	ENSMUSG00000025508
Q6ZSC3	ENSG00000184898	Q99J64	ENSMUSG00000036249
O75603	ENSG00000124827	O09102	ENSMUSG00000021362
Q9BSR8	ENSG00000119820	Q8C407	ENSMUSG00000024072
Q5SQI0	ENSG00000235658; ENSG00000137343; ENSG00000229061; ENSG00000206488; ENSG00000223752; ENSG00000231257; ENSG00000234549	Q8K341	ENSMUSG00000024426
O95164	ENSG00000122042	Q9Z2M6	ENSMUSG00000001687
Q04721	ENSG00000134250	O35516	ENSMUSG00000027878
P52209	ENSG00000142657	Q9DCD0	ENSMUSG00000028961
Q13163	ENSG00000137764	Q9WVS7	ENSMUSG00000058444
Q49MG5	ENSG00000164114	Q3TRR0	ENSMUSG00000033900
Q6ZR85	ENSG00000205710	J3QK56	ENSMUSG00000087279
Q7Z7A4	ENSG00000168297	Q8BX57	ENSMUSG00000033885
P30953	ENSG00000180016	Q8VGI1	ENSMUSG00000069823
A2RUT3	ENSG00000183396	Q9DA04	ENSMUSG00000025652; ENSMUSG00000107174
O75832	ENSG00000101843	Q9Z2X2	ENSMUSG00000031429
Q9Y263	ENSG00000137055	P27612	ENSMUSG00000028577
Q8N2Q7	ENSG00000169760	Q99K10	ENSMUSG00000063887
Q96DZ9	ENSG00000166091	Q9D6G9	ENSMUSG00000040759
Q6P9H5	ENSG00000133561	Q8K349	ENSMUSG00000047867
Q9HB20	ENSG00000116095	Q9ERS4	ENSMUSG00000002733
O60656	ENSG00000241119	Q6ZQM8	ENSMUSG00000090124
Q6ZQW0	ENSG00000188676	Q8R0V5	ENSMUSG00000031549
Q9H0V9	ENSG00000114988	P59481	ENSMUSG00000001143
Q8WUU5	ENSG00000157259	Q920S3	ENSMUSG00000007415
O60294	ENSG00000168806	Q8BYR1	ENSMUSG00000074890
Q14667	ENSG00000007202	Q5SYL3	ENSMUSG00000010277
Q9UDX4	ENSG00000100012	Q5SQ27	ENSMUSG00000054986
Q5TC82	ENSG00000135870	Q4VGL6	ENSMUSG00000040423
Q92611	ENSG00000134109	Q925U4	ENSMUSG00000030104
Q8TDR4	ENSG00000242220	E9Q046	ENSMUSG00000052469
P32881	ENSG00000120242	B1AYH8	ENSMUSG00000101252
Q9Y5K2	ENSG00000167749	Q9Z0M1	ENSMUSG00000006948
Q8N8Q9	ENSG00000140157	Q9JJC8	ENSMUSG00000030452
Q8IYB8	ENSG00000156502	Q80YD1	ENSMUSG00000020079
Q2M1V0	ENSG00000175329	A1A546	ENSMUSG00000031621
P01148	ENSG00000147437	P13562	ENSMUSG00000015812
P62847	ENSG00000138326	P62849	ENSMUSG00000025290
O00519	ENSG00000117480	O08914	ENSMUSG00000034171
Q03403	ENSG00000160181	Q03404	ENSMUSG00000024028
O43572	ENSG00000108599	O88845	ENSMUSG00000047804
Q9BWQ6	ENSG00000130733	Q99LP8	ENSMUSG00000032182
Q9UIW0	ENSG00000116035	Q9WTP9	ENSMUSG00000034777
O14548	ENSG00000115944	Q61387	ENSMUSG00000024248
Q9GZT3	ENSG00000119705	Q9D8T7	ENSMUSG00000021040
Q96PC5	ENSG00000150527; ENSG00000258941; ENSG00000150526	Q91ZV0	ENSMUSG00000021000
Q8IUH4	ENSG00000177054	Q9CWU2	ENSMUSG00000030471
P14314	ENSG00000130175	O08795	ENSMUSG00000003402
Q6IEZ7	ENSG00000273827; ENSG00000203661; ENSG00000275102	Q5NC44	ENSMUSG00000058807
P00488	ENSG00000124491	Q8BH61	ENSMUSG00000039109
P08670	ENSG00000026025	P20152	ENSMUSG00000026728
P78324	ENSG00000198053	P97797	ENSMUSG00000037902
P50453	ENSG00000170542	F6V5V4	ENSMUSG00000071452
Q9H201	ENSG00000049283	Q91W69	ENSMUSG00000010080
Q9NRF8	ENSG00000047230	P70303	ENSMUSG00000031360
Q16696	ENSG00000197838	P20852	ENSMUSG00000005547
Q9Y4K3	ENSG00000175104	P70196	ENSMUSG00000027164
O14836	ENSG00000240505	Q9ET35	ENSMUSG00000010142
Q86XA9	ENSG00000129493	Q5PRF0	ENSMUSG00000035181
P51606	ENSG00000102032	P82343	ENSMUSG00000031387
Q15717	ENSG00000066044	P70372	ENSMUSG00000040028
Q96SL1	ENSG00000138463	Q8BFQ6	ENSMUSG00000022848
Q9HAB3	ENSG00000185803	Q9D8F3	ENSMUSG00000022560
Q9UJA5	ENSG00000089195	Q8CE96	ENSMUSG00000037376
Q8N431	ENSG00000146090	Q9D300	ENSMUSG00000020374
Q96LW4	ENSG00000164306	Q6P1E7	ENSMUSG00000038225
Q9H0R6	ENSG00000130348	Q9CZN8	ENSMUSG00000019863
Q13275	ENSG00000001617	O88632	ENSMUSG00000034684
F2Z333	ENSG00000228594	A2A9Q0	ENSMUSG00000074738
O75969	ENSG00000111254	O88987	ENSMUSG00000030344
O14792	ENSG00000002587	O35310	ENSMUSG00000051022
P55197	ENSG00000078403	O54826	ENSMUSG00000026743
Q1L5Z9	ENSG00000170500	B2RT44	ENSMUSG00000048814
Q8IV08	ENSG00000105223	O35405	ENSMUSG00000003363
Q08379	ENSG00000167110	Q921M4	ENSMUSG00000002546
Q9Y3D3	ENSG00000182180	Q9CPX7	ENSMUSG00000049960
Q96EH8	ENSG00000163121	Q8CJC5	ENSMUSG00000047180
Q7Z769	ENSG00000175782	Q6PGC7	ENSMUSG00000060181
Q9NV35	ENSG00000136159	D3Z175	-
Q9H1H1	ENSG00000124196	Q9CWD0	ENSMUSG00000070708
Q8IY34	ENSG00000110446	Q8BPX9	ENSMUSG00000024737
P30874	ENSG00000180616	P30875	ENSMUSG00000047904
Q8NFW9	ENSG00000170011	Q8K3I4	ENSMUSG00000041794
P78337	ENSG00000069011	P70314	ENSMUSG00000021506
Q96NZ1	ENSG00000139445	Q8K3Q3	ENSMUSG00000042002
Q969R8	ENSG00000111203	Q91WI7	ENSMUSG00000001518
Q9H2H9	ENSG00000111371	Q8K2P7	ENSMUSG00000023169
Q6MZM0	ENSG00000181333	Q3V1H3	ENSMUSG00000031936
Q9UJ68	ENSG00000175806	Q9D6Y7	ENSMUSG00000054733
P12980	ENSG00000104903	P27792	ENSMUSG00000034041
Q6DKI2	ENSG00000284021; ENSG00000171916	O08573	ENSMUSG00000001123
Q9UM22	ENSG00000086289	Q99M71	ENSMUSG00000002808
D6R9N7	ENSG00000250844	Q7M764	ENSMUSG00000043073
P09132	ENSG00000153037	Q9D7A6	ENSMUSG00000014504
Q8WVJ2	ENSG00000170584	Q9CQ48	ENSMUSG00000020328
P50453	ENSG00000170542	O08797	ENSMUSG00000045827
Q8N6M3	ENSG00000197296	P59266	ENSMUSG00000048486
P05015	ENSG00000147885	P01572	ENSMUSG00000095498
